type,title,description,source,rank,scrapeid,timestamp,uniquelink
Entertainment,American Broadcasting Company,"ABC says 'Roseanne' will concentrate on family, not politics",https://www.facebook.com/topic/American-Broadcasting-Company/106140096083553?source=whfrt&position=5008&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,8,0,5/16/2018 21:28,stltoday.com
Entertainment,Annette Bening,‘Captain Marvel’ Adds Annette Bening,https://www.facebook.com/topic/Annette-Bening/109186072432520?source=whfrt&position=5009&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,9,0,5/10/2018 9:54,variety.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5003&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,3,0,5/10/2018 9:54,bbc.com
Entertainment,Battlefield,The next Battlefield will be revealed on May 23rd | OC3D…,https://www.facebook.com/topic/Battlefield/112759648750562?source=whfrt&position=5007&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,7,0,5/16/2018 21:28,overclock3d.net
Entertainment,Borderlands,"Borderlands 3 Won't Be At E3, Gearbox Claims (Kind Of)",https://www.facebook.com/topic/Borderlands/634461463268006?source=whfrt&position=5009&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,9,0,5/16/2018 21:28,gamespot.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5002&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,2,0,5/10/2018 9:54,sun-sentinel.com
Entertainment,Justin Timberlake,Justin Timberlake surprises 88-year-old fan - CNN Video,https://www.facebook.com/topic/Justin-Timberlake/109515035734848?source=whfrt&position=5003&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,3,0,5/16/2018 21:28,cnn.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5006&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,6,0,5/10/2018 9:54,etonline.com
Entertainment,Kim Kardashian,Kim Kardashian criticized for promoting appetite-suppressing…,https://www.facebook.com/topic/Kim-Kardashian/103987999637731?source=whfrt&position=5006&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,6,0,5/16/2018 21:28,yahoo.com
Entertainment,LSD,"Sia, Diplo & Labrinth of the Supergroup LSD Share 'Audio': Listen",https://www.facebook.com/topic/LSD/103824269655914?source=whfrt&position=5007&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,7,0,5/10/2018 9:54,billboard.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5001&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,1,0,5/10/2018 9:54,bollywoodlife.com
Entertainment,Outlander,"Outlander Renewed for Seasons 5 and 6, Plus: See First Season 4 Photos",https://www.facebook.com/topic/Outlander/108384472515313?source=whfrt&position=5005&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,5,0,5/10/2018 9:54,msn.com
Entertainment,Pennyworth,'Gotham' Boss Sets New Batman Prequel…,https://www.facebook.com/topic/Pennyworth/103772989661507?source=whfrt&position=5004&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,4,0,5/16/2018 21:28,hollywoodreporter.com
Entertainment,SNK,SNK Has A Mini Neo Geo On The Way,https://www.facebook.com/topic/SNK/106096079422483?source=whfrt&position=5010&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,10,0,5/10/2018 9:54,forbes.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5004&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,4,0,5/10/2018 9:54,arstechnica.com
Entertainment,The Late Show with Stephen Colbert,Deadpool Interrupts Stephen Colbert’s ‘Late Show’ Monologue,https://www.facebook.com/topic/The-Late-Show-with-Stephen-Colbert/478866628906448?source=whfrt&position=5005&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,5,0,5/16/2018 21:28,deadline.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5008&trqid=6553965810183660663&impressionguid=0hXTwlJSddF2cGBTu,8,0,5/10/2018 9:54,comicbook.com
Entertainment,T.I.,Rapper T.I. arrested near Georgia home,https://www.facebook.com/topic/TI/108647102492982?source=whfrt&position=5002&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,2,0,5/16/2018 21:28,cnn.com
Entertainment,US Office of Government Ethics,Trump financial disclosure includes Michael Cohen payment,https://www.facebook.com/topic/US-Office-of-Government-Ethics/138712769491931?source=whfrt&position=5001&trqid=6556293662454332414&impressionguid=0spEgYOYiExsSVzVZ,1,0,5/16/2018 21:28,foxnews.com
Entertainment,,,https://www.facebook.com/topic/Alex-Lyon/790847377689782?source=whfrt&position=4005&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,5,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Carlos-Carvalhal/112547085427151?source=whfrt&position=4004&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,4,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/David-Price/109714272380670?source=whfrt&position=4008&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,8,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Dwane-Casey/123409367727882?source=whfrt&position=4003&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,3,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Israel-Folau/105651542802171?source=whfrt&position=4007&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,7,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Kris-Bryant/156590077849731?source=whfrt&position=4006&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,6,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Leicester-City-vs-Arsenal/252347148123049?source=whfrt&position=4002&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,2,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/New-York-Mets/294642947235130?source=whfrt&position=4009&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,9,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Peyton-Manning/109563725729117?source=whfrt&position=4010&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,10,1,5/10/2018 10:04,
Entertainment,,,https://www.facebook.com/topic/Philadelphia-76ers-vs-Boston-Celtics/881999878580147?source=whfrt&position=4001&trqid=6553968391462082224&impressionguid=0XvSoRBrrjRcBrNYS,1,1,5/10/2018 10:04,
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5004&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,4,2,5/10/2018 10:14,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5001&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,1,2,5/10/2018 10:14,thehill.com
Entertainment,Farrah Fawcett,"Farrah Fawcett's son arrested after robbing local store at knifepoint,…",https://www.facebook.com/topic/Farrah-Fawcett/113928065284692?source=whfrt&position=5009&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,9,2,5/10/2018 10:14,foxnews.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5003&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,3,2,5/10/2018 10:14,sun-sentinel.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5006&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,6,2,5/10/2018 10:14,etonline.com
Entertainment,LSD,"Sia, Diplo & Labrinth of the Supergroup LSD Share 'Audio': Listen",https://www.facebook.com/topic/LSD/103824269655914?source=whfrt&position=5008&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,8,2,5/10/2018 10:14,billboard.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5002&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,2,2,5/10/2018 10:14,bollywoodlife.com
Entertainment,Outlander,"Outlander Renewed for Seasons 5 and 6, Plus: See First Season 4 Photos",https://www.facebook.com/topic/Outlander/108384472515313?source=whfrt&position=5007&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,7,2,5/10/2018 10:14,msn.com
Entertainment,SNK,SNK Has A Mini Neo Geo On The Way,https://www.facebook.com/topic/SNK/106096079422483?source=whfrt&position=5010&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,10,2,5/10/2018 10:14,forbes.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5005&trqid=6553970964226350826&impressionguid=07vTXRYBKy8OeOWuD,5,2,5/10/2018 10:14,arstechnica.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5004&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,4,3,5/10/2018 10:24,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5001&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,1,3,5/10/2018 10:24,thehill.com
Entertainment,Farrah Fawcett,"Farrah Fawcett's son arrested after robbing local store at knifepoint,…",https://www.facebook.com/topic/Farrah-Fawcett/113928065284692?source=whfrt&position=5010&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,10,3,5/10/2018 10:24,foxnews.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5003&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,3,3,5/10/2018 10:24,sun-sentinel.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5007&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,7,3,5/10/2018 10:24,etonline.com
Entertainment,LSD,"Sia, Diplo & Labrinth of the Supergroup LSD Share 'Audio': Listen",https://www.facebook.com/topic/LSD/103824269655914?source=whfrt&position=5009&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,9,3,5/10/2018 10:24,billboard.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5002&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,2,3,5/10/2018 10:24,bollywoodlife.com
Entertainment,Outlander,"Outlander Renewed for Seasons 5 and 6, Plus: See First Season 4 Photos",https://www.facebook.com/topic/Outlander/108384472515313?source=whfrt&position=5008&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,8,3,5/10/2018 10:24,msn.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5005&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,5,3,5/10/2018 10:24,arstechnica.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5006&trqid=6553973545387221078&impressionguid=0XPneKgQwyWvzJQuF,6,3,5/10/2018 10:24,comicbook.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5004&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,4,4,5/10/2018 10:34,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5002&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,2,4,5/10/2018 10:34,thehill.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5003&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,3,4,5/10/2018 10:34,sun-sentinel.com
Entertainment,John McCain,"'I would do it again,' McCain writes about release of Steele dossier to…",https://www.facebook.com/topic/John-McCain/107924969236328?source=whfrt&position=5010&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,10,4,5/10/2018 10:34,foxnews.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5007&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,7,4,5/10/2018 10:34,etonline.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5001&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,1,4,5/10/2018 10:34,bollywoodlife.com
Entertainment,Outlander,"Outlander Renewed for Seasons 5 and 6, Plus: See First Season 4 Photos",https://www.facebook.com/topic/Outlander/108384472515313?source=whfrt&position=5008&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,8,4,5/10/2018 10:34,msn.com
Entertainment,Sony Pictures,Third 'Bad Boys' Film Lands Winter 2020 Release Date,https://www.facebook.com/topic/Sony-Pictures/107570882605485?source=whfrt&position=5009&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,9,4,5/10/2018 10:34,hollywoodreporter.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5005&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,5,4,5/10/2018 10:34,arstechnica.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5006&trqid=6553976118298967041&impressionguid=0Ds76dJJAa9IFZxwW,6,4,5/10/2018 10:34,comicbook.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5005&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,5,5,5/10/2018 10:44,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5003&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,3,5,5/10/2018 10:44,thehill.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5004&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,4,5,5/10/2018 10:44,sun-sentinel.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5008&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,8,5,5/10/2018 10:44,etonline.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5002&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,2,5,5/10/2018 10:44,bollywoodlife.com
Entertainment,Outlander,"Outlander Renewed for Seasons 5 and 6, Plus: See First Season 4 Photos",https://www.facebook.com/topic/Outlander/108384472515313?source=whfrt&position=5009&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,9,5,5/10/2018 10:44,msn.com
Entertainment,Sony Pictures,Third 'Bad Boys' Film Lands Winter 2020 Release Date,https://www.facebook.com/topic/Sony-Pictures/107570882605485?source=whfrt&position=5010&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,10,5,5/10/2018 10:44,hollywoodreporter.com
Entertainment,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=5001&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,1,5,5/10/2018 10:44,thehill.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5006&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,6,5,5/10/2018 10:44,arstechnica.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5007&trqid=6553978695100647383&impressionguid=0CfQNSWAVO6eT6QLU,7,5,5/10/2018 10:44,comicbook.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5006&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,6,6,5/10/2018 10:54,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5004&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,4,6,5/10/2018 10:54,thehill.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5003&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,3,6,5/10/2018 10:54,sun-sentinel.com
Entertainment,John McCain,"'I would do it again,' McCain writes about release of Steele dossier to…",https://www.facebook.com/topic/John-McCain/107924969236328?source=whfrt&position=5009&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,9,6,5/10/2018 10:54,foxnews.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5005&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,5,6,5/10/2018 10:54,etonline.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5002&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,2,6,5/10/2018 10:54,bollywoodlife.com
Entertainment,Sony Pictures,Third 'Bad Boys' Film Lands Winter 2020 Release Date,https://www.facebook.com/topic/Sony-Pictures/107570882605485?source=whfrt&position=5010&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,10,6,5/10/2018 10:54,hollywoodreporter.com
Entertainment,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=5001&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,1,6,5/10/2018 10:54,thehill.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5007&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,7,6,5/10/2018 10:54,arstechnica.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5008&trqid=6553981272067623993&impressionguid=0RERtnCGC7Th658p8,8,6,5/10/2018 10:54,comicbook.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5006&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,6,7,5/10/2018 11:04,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5002&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,2,7,5/10/2018 11:04,thehill.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5004&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,4,7,5/10/2018 11:04,sun-sentinel.com
Entertainment,John McCain,"'I would do it again,' McCain writes about release of Steele dossier to…",https://www.facebook.com/topic/John-McCain/107924969236328?source=whfrt&position=5009&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,9,7,5/10/2018 11:04,foxnews.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5005&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,5,7,5/10/2018 11:04,etonline.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5003&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,3,7,5/10/2018 11:04,bollywoodlife.com
Entertainment,Sony Pictures,Third 'Bad Boys' Film Lands Winter 2020 Release Date,https://www.facebook.com/topic/Sony-Pictures/107570882605485?source=whfrt&position=5010&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,10,7,5/10/2018 11:04,hollywoodreporter.com
Entertainment,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=5001&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,1,7,5/10/2018 11:04,thehill.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5007&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,7,7,5/10/2018 11:04,arstechnica.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5008&trqid=6553983853457567501&impressionguid=0OtUPbnJCEuP1Bs37,8,7,5/10/2018 11:04,comicbook.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5006&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,6,8,5/10/2018 11:14,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5004&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,4,8,5/10/2018 11:14,thehill.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5003&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,3,8,5/10/2018 11:14,sun-sentinel.com
Entertainment,John McCain,"'I would do it again,' McCain writes about release of Steele dossier to…",https://www.facebook.com/topic/John-McCain/107924969236328?source=whfrt&position=5007&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,7,8,5/10/2018 11:14,foxnews.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5005&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,5,8,5/10/2018 11:14,etonline.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5002&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,2,8,5/10/2018 11:14,bollywoodlife.com
Entertainment,Sony Pictures,Third 'Bad Boys' Film Lands Winter 2020 Release Date,https://www.facebook.com/topic/Sony-Pictures/107570882605485?source=whfrt&position=5010&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,10,8,5/10/2018 11:14,hollywoodreporter.com
Entertainment,Spotify,Spotify removes R Kelly from playlists due to ‘hateful conduct’ policy,https://www.facebook.com/topic/Spotify/112305882114708?source=whfrt&position=5001&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,1,8,5/10/2018 11:14,thehill.com
Entertainment,Steam,Valve will soon let you stream Steam games to phones and tablets,https://www.facebook.com/topic/Steam/110584698963361?source=whfrt&position=5008&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,8,8,5/10/2018 11:14,arstechnica.com
Entertainment,The Predator,'The Predator' Trailer Released Online,https://www.facebook.com/topic/The-Predator/111996408816939?source=whfrt&position=5009&trqid=6553986426130358114&impressionguid=02Gvu77DsL6vEIz7g,9,8,5/10/2018 11:14,comicbook.com
Entertainment,Barbara Windsor,Barbara Windsor diagnosed with Alzheimer's,https://www.facebook.com/topic/Barbara-Windsor/108008329227666?source=whfrt&position=5006&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,6,9,5/10/2018 11:24,bbc.com
Entertainment,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=5004&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,4,9,5/10/2018 11:24,thehill.com
Entertainment,Iron Man,LAPD investigating disappearance of original Iron Man suit used in…,https://www.facebook.com/topic/Iron-Man/107718255924482?source=whfrt&position=5003&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,3,9,5/10/2018 11:24,sun-sentinel.com
Entertainment,John McCain,"'I would do it again,' McCain writes about release of Steele dossier to…",https://www.facebook.com/topic/John-McCain/107924969236328?source=whfrt&position=5007&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,7,9,5/10/2018 11:24,foxnews.com
Entertainment,Khloé Kardashian,Khloe Kardashian Reveals Plans for First Mother's Day With True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/106074112756215?source=whfrt&position=5005&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,5,9,5/10/2018 11:24,etonline.com
Entertainment,Neha Dhupia,Neha Dhupia and Angad Bedi are now married - view pic,https://www.facebook.com/topic/Neha-Dhupia/113015392046009?source=whfrt&position=5002&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,2,9,5/10/2018 11:24,bollywoodlife.com
Entertainment,SNK,SNK Has A Mini Neo Geo On The Way,https://www.facebook.com/topic/SNK/106096079422483?source=whfrt&position=5010&trqid=6553989007510044421&impressionguid=0MFIeckPmO0pqyV5y,10,9,5/10/2018 11:24,forbes.com
