type,title,description,source,rank,scrapeid,timestamp,uniquelink
Entertainment,The Big Bang Theory,The Big Bang Theory finale shocker: Teller speaks!,https://www.facebook.com/topic/The-Big-Bang-Theory/104072652962475?source=whfrt&position=5008&trqid=6554372987495512858&impressionguid=0EYjywwCTaxQol5WZ,8,154,5/11/2018 12:14,msn.com
Entertainment,The Expanse,"‘The Expanse’ To End On Syfy With Season 3, Will Be Shopped…",https://www.facebook.com/topic/The-Expanse/692788780818492?source=whfrt&position=5003&trqid=6554372987495512858&impressionguid=0EYjywwCTaxQol5WZ,3,154,5/11/2018 12:14,deadline.com
Entertainment,20th Century Fox,"‘The Last Man on Earth,’ ‘Brooklyn Nine-Nine,’ ‘The Mick’ Canceled at…",https://www.facebook.com/topic/20th-Century-Fox/135719839953958?source=whfrt&position=5006&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,6,155,5/11/2018 12:24,variety.com
Entertainment,Bella Hadid,Bella Hadid and The Weeknd Spotted Kissing at Cannes Film…,https://www.facebook.com/topic/Bella-Hadid/166852280038603?source=whfrt&position=5007&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,7,155,5/11/2018 12:24,eonline.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine is no more,https://www.facebook.com/topic/Brooklyn-Nine-Nine/105538869480032?source=whfrt&position=5002&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,2,155,5/11/2018 12:24,bbc.com
Entertainment,GameStop,GameStop CEO Abruptly Steps Down After Three Months on Job,https://www.facebook.com/topic/GameStop/108398059180514?source=whfrt&position=5005&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,5,155,5/11/2018 12:24,bloomberg.com
Entertainment,John Stamos,John Stamos' Baby Boy Hangs Out With Lori Loughlin and Bob Saget,https://www.facebook.com/topic/John-Stamos/108102482551921?source=whfrt&position=5010&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,10,155,5/11/2018 12:24,eonline.com
Entertainment,Monica Lewinsky,Magazine apologizes after Monica Lewinsky says she was disinvited to…,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=5009&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,9,155,5/11/2018 12:24,msn.com
Entertainment,Scott Hutchison,Body found in search for Frightened Rabbit singer Scott Hutchison,https://www.facebook.com/topic/Scott-Hutchison/108252769202379?source=whfrt&position=5001&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,1,155,5/11/2018 12:24,msn.com
Entertainment,Solo: A Star Wars Story,'Solo: A Star Wars Story' — First Reactions from the Premiere,https://www.facebook.com/topic/Solo-A-Star-Wars-Story/107999845895124?source=whfrt&position=5004&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,4,155,5/11/2018 12:24,hollywoodreporter.com
Entertainment,The Big Bang Theory,The Big Bang Theory finale shocker: Teller speaks!,https://www.facebook.com/topic/The-Big-Bang-Theory/104072652962475?source=whfrt&position=5008&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,8,155,5/11/2018 12:24,msn.com
Entertainment,The Expanse,"‘The Expanse’ To End On Syfy With Season 3, Will Be Shopped…",https://www.facebook.com/topic/The-Expanse/692788780818492?source=whfrt&position=5003&trqid=6554375564450877185&impressionguid=0NlvwfyRTakZ6yiRE,3,155,5/11/2018 12:24,deadline.com
Entertainment,20th Century Fox,"‘The Last Man on Earth,’ ‘Brooklyn Nine-Nine,’ ‘The Mick’ Canceled at…",https://www.facebook.com/topic/20th-Century-Fox/135719839953958?source=whfrt&position=5005&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,5,156,5/11/2018 12:34,variety.com
Entertainment,Bella Hadid,Bella Hadid and The Weeknd Spotted Kissing at Cannes Film…,https://www.facebook.com/topic/Bella-Hadid/166852280038603?source=whfrt&position=5007&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,7,156,5/11/2018 12:34,eonline.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine is no more,https://www.facebook.com/topic/Brooklyn-Nine-Nine/105538869480032?source=whfrt&position=5002&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,2,156,5/11/2018 12:34,bbc.com
Entertainment,GameStop,GameStop CEO Abruptly Steps Down After Three Months on Job,https://www.facebook.com/topic/GameStop/108398059180514?source=whfrt&position=5006&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,6,156,5/11/2018 12:34,bloomberg.com
Entertainment,John Stamos,John Stamos' Baby Boy Hangs Out With Lori Loughlin and Bob Saget,https://www.facebook.com/topic/John-Stamos/108102482551921?source=whfrt&position=5010&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,10,156,5/11/2018 12:34,eonline.com
Entertainment,Monica Lewinsky,Magazine apologizes after Monica Lewinsky says she was disinvited to…,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=5009&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,9,156,5/11/2018 12:34,msn.com
Entertainment,Scott Hutchison,Body found in search for Frightened Rabbit singer Scott Hutchison,https://www.facebook.com/topic/Scott-Hutchison/108252769202379?source=whfrt&position=5001&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,1,156,5/11/2018 12:34,msn.com
Entertainment,Solo: A Star Wars Story,'Solo: A Star Wars Story' — First Reactions from the Premiere,https://www.facebook.com/topic/Solo-A-Star-Wars-Story/107999845895124?source=whfrt&position=5004&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,4,156,5/11/2018 12:34,hollywoodreporter.com
Entertainment,The Big Bang Theory,The Big Bang Theory finale shocker: Teller speaks!,https://www.facebook.com/topic/The-Big-Bang-Theory/104072652962475?source=whfrt&position=5008&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,8,156,5/11/2018 12:34,msn.com
Entertainment,The Expanse,"‘The Expanse’ To End On Syfy With Season 3, Will Be Shopped…",https://www.facebook.com/topic/The-Expanse/692788780818492?source=whfrt&position=5003&trqid=6554378141304557911&impressionguid=0dZwixyxgAUCnRtOH,3,156,5/11/2018 12:34,deadline.com
Entertainment,20th Century Fox,"‘The Last Man on Earth,’ ‘Brooklyn Nine-Nine,’ ‘The Mick’ Canceled at…",https://www.facebook.com/topic/20th-Century-Fox/135719839953958?source=whfrt&position=5005&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,5,157,5/11/2018 12:44,variety.com
Entertainment,Bella Hadid,Bella Hadid and The Weeknd Spotted Kissing at Cannes Film…,https://www.facebook.com/topic/Bella-Hadid/166852280038603?source=whfrt&position=5007&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,7,157,5/11/2018 12:44,eonline.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine is no more,https://www.facebook.com/topic/Brooklyn-Nine-Nine/105538869480032?source=whfrt&position=5002&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,2,157,5/11/2018 12:44,bbc.com
Entertainment,GameStop,GameStop CEO Abruptly Steps Down After Three Months on Job,https://www.facebook.com/topic/GameStop/108398059180514?source=whfrt&position=5006&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,6,157,5/11/2018 12:44,bloomberg.com
Entertainment,John Stamos,John Stamos' Baby Boy Hangs Out With Lori Loughlin and Bob Saget,https://www.facebook.com/topic/John-Stamos/108102482551921?source=whfrt&position=5010&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,10,157,5/11/2018 12:44,eonline.com
Entertainment,Monica Lewinsky,Magazine apologizes after Monica Lewinsky says she was disinvited to…,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=5009&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,9,157,5/11/2018 12:44,msn.com
Entertainment,Scott Hutchison,Body found in search for Frightened Rabbit singer Scott Hutchison,https://www.facebook.com/topic/Scott-Hutchison/108252769202379?source=whfrt&position=5001&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,1,157,5/11/2018 12:44,msn.com
Entertainment,Solo: A Star Wars Story,'Solo: A Star Wars Story' — First Reactions from the Premiere,https://www.facebook.com/topic/Solo-A-Star-Wars-Story/107999845895124?source=whfrt&position=5004&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,4,157,5/11/2018 12:44,hollywoodreporter.com
Entertainment,The Big Bang Theory,The Big Bang Theory finale shocker: Teller speaks!,https://www.facebook.com/topic/The-Big-Bang-Theory/104072652962475?source=whfrt&position=5008&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,8,157,5/11/2018 12:44,msn.com
Entertainment,The Expanse,"‘The Expanse’ To End On Syfy With Season 3, Will Be Shopped…",https://www.facebook.com/topic/The-Expanse/692788780818492?source=whfrt&position=5003&trqid=6554380718393802472&impressionguid=0s5vDWOWrIYFWgXAp,3,157,5/11/2018 12:44,deadline.com
Entertainment,20th Century Fox,"‘The Last Man on Earth,’ ‘Brooklyn Nine-Nine,’ ‘The Mick’ Canceled at…",https://www.facebook.com/topic/20th-Century-Fox/135719839953958?source=whfrt&position=5007&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,7,158,5/11/2018 12:54,variety.com
Entertainment,Avengers: Infinity War,Weekend Box Office: 'Avengers: Infinity War' Heads for Record…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5003&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,3,158,5/11/2018 12:54,hollywoodreporter.com
Entertainment,Bella Hadid,Bella Hadid and The Weeknd Spotted Kissing at Cannes Film…,https://www.facebook.com/topic/Bella-Hadid/166852280038603?source=whfrt&position=5006&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,6,158,5/11/2018 12:54,eonline.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine is no more,https://www.facebook.com/topic/Brooklyn-Nine-Nine/105538869480032?source=whfrt&position=5002&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,2,158,5/11/2018 12:54,bbc.com
Entertainment,GameStop,GameStop CEO Abruptly Steps Down After Three Months on Job,https://www.facebook.com/topic/GameStop/108398059180514?source=whfrt&position=5008&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,8,158,5/11/2018 12:54,bloomberg.com
Entertainment,Monica Lewinsky,Magazine apologizes after Monica Lewinsky says she was disinvited to…,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=5010&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,10,158,5/11/2018 12:54,msn.com
Entertainment,Scott Hutchison,Body found in search for Frightened Rabbit singer Scott Hutchison,https://www.facebook.com/topic/Scott-Hutchison/108252769202379?source=whfrt&position=5001&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,1,158,5/11/2018 12:54,msn.com
Entertainment,Solo: A Star Wars Story,'Solo: A Star Wars Story' — First Reactions from the Premiere,https://www.facebook.com/topic/Solo-A-Star-Wars-Story/107999845895124?source=whfrt&position=5005&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,5,158,5/11/2018 12:54,hollywoodreporter.com
Entertainment,The Big Bang Theory,The Big Bang Theory finale shocker: Teller speaks!,https://www.facebook.com/topic/The-Big-Bang-Theory/104072652962475?source=whfrt&position=5009&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,9,158,5/11/2018 12:54,msn.com
Entertainment,The Expanse,"‘The Expanse’ To End On Syfy With Season 3, Will Be Shopped…",https://www.facebook.com/topic/The-Expanse/692788780818492?source=whfrt&position=5004&trqid=6554383282343716962&impressionguid=0x4BpUCDI6mSh6qQ2,4,158,5/11/2018 12:54,deadline.com
Entertainment,20th Century Fox,"‘The Last Man on Earth,’ ‘Brooklyn Nine-Nine,’ ‘The Mick’ Canceled at…",https://www.facebook.com/topic/20th-Century-Fox/135719839953958?source=whfrt&position=5007&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,7,159,5/11/2018 13:04,variety.com
Entertainment,Avengers: Infinity War,Weekend Box Office: 'Avengers: Infinity War' Heads for Record…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5003&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,3,159,5/11/2018 13:04,hollywoodreporter.com
Entertainment,Bella Hadid,Bella Hadid and The Weeknd Spotted Kissing at Cannes Film…,https://www.facebook.com/topic/Bella-Hadid/166852280038603?source=whfrt&position=5006&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,6,159,5/11/2018 13:04,eonline.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine is no more,https://www.facebook.com/topic/Brooklyn-Nine-Nine/105538869480032?source=whfrt&position=5002&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,2,159,5/11/2018 13:04,bbc.com
Entertainment,GameStop,GameStop CEO Abruptly Steps Down After Three Months on Job,https://www.facebook.com/topic/GameStop/108398059180514?source=whfrt&position=5008&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,8,159,5/11/2018 13:04,bloomberg.com
Entertainment,Monica Lewinsky,Magazine apologizes after Monica Lewinsky says she was disinvited to…,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=5010&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,10,159,5/11/2018 13:04,msn.com
Entertainment,Scott Hutchison,Body found in search for Frightened Rabbit singer Scott Hutchison,https://www.facebook.com/topic/Scott-Hutchison/108252769202379?source=whfrt&position=5001&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,1,159,5/11/2018 13:04,msn.com
Entertainment,Solo: A Star Wars Story,'Solo: A Star Wars Story' — First Reactions from the Premiere,https://www.facebook.com/topic/Solo-A-Star-Wars-Story/107999845895124?source=whfrt&position=5005&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,5,159,5/11/2018 13:04,hollywoodreporter.com
Entertainment,The Big Bang Theory,The Big Bang Theory finale shocker: Teller speaks!,https://www.facebook.com/topic/The-Big-Bang-Theory/104072652962475?source=whfrt&position=5009&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,9,159,5/11/2018 13:04,msn.com
Entertainment,The Expanse,"‘The Expanse’ To End On Syfy With Season 3, Will Be Shopped…",https://www.facebook.com/topic/The-Expanse/692788780818492?source=whfrt&position=5004&trqid=6554385859375136094&impressionguid=07a13nsd70ltC8Ow0,4,159,5/11/2018 13:04,deadline.com
Politics,"Athenry, Ireland",Apple scraps $1 billion Irish data center over planning delays,https://www.facebook.com/topic/Athenry-Ireland/106057129434725?source=whfrt&position=1008&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,8,0,5/10/2018 9:54,reuters.com
Politics,B.S. Yeddyurappa,"Karnataka governor invites BJP to form government, Yeddyurappa…",https://www.facebook.com/topic/BS-Yeddyurappa/108606272497562?source=whfrt&position=1010&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,10,0,5/16/2018 21:28,msn.com
Politics,Donald Trump,Trump signs executive order to expand employment opportunities for military spouses,https://www.facebook.com/topic/Donald-Trump/139699922722553?source=whfrt&position=1005&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,5,0,5/10/2018 9:54,cbsnews.com
Politics,Energy Information Administration,Oil surrenders gains as investors take profit on Iran-based rally,https://www.facebook.com/topic/Energy-Information-Administration/112725302079819?source=whfrt&position=1010&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,10,0,5/10/2018 9:54,reuters.com
Politics,Golan Heights,Israel strikes 'dozens' of Iranian targets after rocket barrage on Golan Heights,https://www.facebook.com/topic/Golan-Heights/137965636225131?source=whfrt&position=1001&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,1,0,5/10/2018 9:54,usatoday.com
Politics,Hawaii,Ash clouds from Kilauea volcano prompt red alert on…,https://www.facebook.com/topic/Hawaii/113667228643818?source=whfrt&position=1009&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,9,0,5/16/2018 21:28,cnn.com
Politics,Kent State University,‘Come and take it’ Graduate posts campus pics with rifle…,https://www.facebook.com/topic/Kent-State-University/106240532739543?source=whfrt&position=1005&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,5,0,5/16/2018 21:28,fox2now.com
Politics,Kevin Kamenetz,Baltimore Co. Executive and Md. gubernatorial candidate Kevin Kamenetz dies at 60,https://www.facebook.com/topic/Kevin-Kamenetz/1665147447058254?source=whfrt&position=1009&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,9,0,5/10/2018 9:54,wjla.com
Politics,Melania Trump,Melania Trump says she's 'feeling great' after kidney…,https://www.facebook.com/topic/Melania-Trump/105899289441982?source=whfrt&position=1002&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,2,0,5/16/2018 21:28,foxnews.com
Politics,Ministry of Foreign Affairs,Turkey expels Israeli consul in spat over Gaza killings,https://www.facebook.com/topic/Ministry-of-Foreign-Affairs/107569195932885?source=whfrt&position=1007&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,7,0,5/16/2018 21:28,aljazeera.com
Politics,Monica Lewinsky,Town & Country Magazine Uninvited Monica Lewinsky From An Event Because Of Bill Clinton,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=1002&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,2,0,5/10/2018 9:54,msn.com
Politics,National Transportation Safety Board,U.S. Safety Investigators Examine Another Fatal Tesla Crash,https://www.facebook.com/topic/National-Transportation-Safety-Board/103128646394490?source=whfrt&position=1006&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,6,0,5/10/2018 9:54,wsj.com
Politics,North Korea,Trump greets American detainees freed by North Korea,https://www.facebook.com/topic/North-Korea/108917222462448?source=whfrt&position=1004&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,4,0,5/10/2018 9:54,thehill.com
Politics,Robert Mueller,Mueller subpoenas former Roger Stone media adviser,https://www.facebook.com/topic/Robert-Mueller/112813138732747?source=whfrt&position=1001&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,1,0,5/16/2018 21:28,thehill.com
Politics,Scott Pruitt,Senators Grill EPA's Pruitt Over Ethics Scandals,https://www.facebook.com/topic/Scott-Pruitt/106091632756135?source=whfrt&position=1006&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,6,0,5/16/2018 21:28,usatoday.com
Politics,Stoneman Douglas High School Shooting,Broward deputy who failed to confront school shooter getting…,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/103120616394557?source=whfrt&position=1008&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,8,0,5/16/2018 21:28,wesh.com
Politics,US Department of Labor,U.S. weekly jobless claims hover near 48-year low,https://www.facebook.com/topic/US-Department-of-Labor/139607412725037?source=whfrt&position=1003&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,3,0,5/10/2018 9:54,reuters.com
Politics,US Office of Government Ethics,Trump financial disclosure includes Michael Cohen payment,https://www.facebook.com/topic/US-Office-of-Government-Ethics/138712769491931?source=whfrt&position=1003&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,3,0,5/16/2018 21:28,foxnews.com
Politics,USA Gymnastics Sex Abuse Scandal,Michigan State Agrees to Pay Larry Nassar Victims $500…,https://www.facebook.com/topic/USA-Gymnastics-Sex-Abuse-Scandal/112133118803375?source=whfrt&position=1004&trqid=6556293658133997267&impressionguid=028ascm28zdzhEuqe,4,0,5/16/2018 21:28,nytimes.com
Politics,ZTE,ZTE is now center stage in the US-China trade fight,https://www.facebook.com/topic/ZTE/428465480537171?source=whfrt&position=1007&trqid=6553965810173045099&impressionguid=05TgbsayTcLmi06yi,7,0,5/10/2018 9:54,money.cnn.com
Politics,"Athenry, Ireland",Apple scraps $1 billion Irish data center over planning delays,https://www.facebook.com/topic/Athenry-Ireland/106057129434725?source=whfrt&position=1009&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,9,1,5/10/2018 10:04,reuters.com
Politics,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=1001&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,1,1,5/10/2018 10:04,thehill.com
Politics,Donald Trump,Trump signs executive order to expand employment opportunities…,https://www.facebook.com/topic/Donald-Trump/139699922722553?source=whfrt&position=1005&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,5,1,5/10/2018 10:04,cbsnews.com
Politics,Golan Heights,Israel strikes 'dozens' of Iranian targets after rocket barrage on Golan…,https://www.facebook.com/topic/Golan-Heights/137965636225131?source=whfrt&position=1002&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,2,1,5/10/2018 10:04,usatoday.com
Politics,Kevin Kamenetz,Baltimore Co. Executive and Md. gubernatorial candidate Kevin…,https://www.facebook.com/topic/Kevin-Kamenetz/1665147447058254?source=whfrt&position=1010&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,10,1,5/10/2018 10:04,wjla.com
Politics,Monica Lewinsky,Town & Country Magazine Uninvited Monica Lewinsky From An Event…,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=1004&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,4,1,5/10/2018 10:04,msn.com
Politics,National Transportation Safety Board,U.S. Safety Investigators Examine Another Fatal Tesla Crash,https://www.facebook.com/topic/National-Transportation-Safety-Board/103128646394490?source=whfrt&position=1007&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,7,1,5/10/2018 10:04,wsj.com
Politics,North Korea,Trump greets American detainees freed by North Korea,https://www.facebook.com/topic/North-Korea/108917222462448?source=whfrt&position=1003&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,3,1,5/10/2018 10:04,thehill.com
Politics,US Department of Labor,U.S. weekly jobless claims hover near 48-year low,https://www.facebook.com/topic/US-Department-of-Labor/139607412725037?source=whfrt&position=1006&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,6,1,5/10/2018 10:04,reuters.com
Politics,ZTE,ZTE is now center stage in the US-China trade fight,https://www.facebook.com/topic/ZTE/428465480537171?source=whfrt&position=1008&trqid=6553968387359981244&impressionguid=0rXyzI7nxqPdJfT3N,8,1,5/10/2018 10:04,money.cnn.com
Politics,Angela Merkel,Merkel: Europe can no longer rely on US protection,https://www.facebook.com/topic/Angela-Merkel/108251589199262?source=whfrt&position=1002&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,2,2,5/10/2018 10:14,thehill.com
Politics,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=1003&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,3,2,5/10/2018 10:14,thehill.com
Politics,Donald Trump,Trump signs executive order to expand employment opportunities for military spouses,https://www.facebook.com/topic/Donald-Trump/139699922722553?source=whfrt&position=1007&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,7,2,5/10/2018 10:14,cbsnews.com
Politics,Golan Heights,Israel strikes 'dozens' of Iranian targets after rocket barrage on Golan Heights,https://www.facebook.com/topic/Golan-Heights/137965636225131?source=whfrt&position=1004&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,4,2,5/10/2018 10:14,usatoday.com
Politics,House Intelligence Committee,House Democrats release Russian-bought Facebook ads to show 'malign' effect on 2016 election,https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=1001&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,1,2,5/10/2018 10:14,cnbc.com
Politics,Monica Lewinsky,Town & Country Magazine Uninvited Monica Lewinsky From An Event Because Of Bill Clinton,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=1005&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,5,2,5/10/2018 10:14,msn.com
Politics,National Transportation Safety Board,U.S. Safety Investigators Examine Another Fatal Tesla Crash,https://www.facebook.com/topic/National-Transportation-Safety-Board/103128646394490?source=whfrt&position=1009&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,9,2,5/10/2018 10:14,wsj.com
Politics,North Korea,Trump greets American detainees freed by North Korea,https://www.facebook.com/topic/North-Korea/108917222462448?source=whfrt&position=1006&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,6,2,5/10/2018 10:14,thehill.com
Politics,US Department of Labor,U.S. weekly jobless claims hover near 48-year low,https://www.facebook.com/topic/US-Department-of-Labor/139607412725037?source=whfrt&position=1008&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,8,2,5/10/2018 10:14,reuters.com
Politics,ZTE,ZTE is now center stage in the US-China trade fight,https://www.facebook.com/topic/ZTE/428465480537171?source=whfrt&position=1010&trqid=6553970964174079465&impressionguid=0WLbO3oVoQPqEAtkd,10,2,5/10/2018 10:14,money.cnn.com
Politics,Angela Merkel,Merkel: Europe can no longer rely on US protection,https://www.facebook.com/topic/Angela-Merkel/108251589199262?source=whfrt&position=1002&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,2,3,5/10/2018 10:24,thehill.com
Politics,Donald Trump Jr.,Trump Jr. dating Fox News host: report,https://www.facebook.com/topic/Donald-Trump-Jr/444176845784789?source=whfrt&position=1003&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,3,3,5/10/2018 10:24,thehill.com
Politics,Donald Trump,Trump signs executive order to expand employment opportunities for military spouses,https://www.facebook.com/topic/Donald-Trump/139699922722553?source=whfrt&position=1008&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,8,3,5/10/2018 10:24,cbsnews.com
Politics,Golan Heights,Israel strikes 'dozens' of Iranian targets after rocket barrage on Golan Heights,https://www.facebook.com/topic/Golan-Heights/137965636225131?source=whfrt&position=1004&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,4,3,5/10/2018 10:24,usatoday.com
Politics,House Intelligence Committee,House Democrats release Russian-bought Facebook ads to show 'malign' effect on 2016 election,https://www.facebook.com/topic/House-Intelligence-Committee/772439709519873?source=whfrt&position=1007&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,7,3,5/10/2018 10:24,cnbc.com
Politics,Monica Lewinsky,Town & Country Magazine Uninvited Monica Lewinsky From An Event Because Of Bill Clinton,https://www.facebook.com/topic/Monica-Lewinsky/111977212147318?source=whfrt&position=1005&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,5,3,5/10/2018 10:24,msn.com
Politics,National Transportation Safety Board,U.S. Safety Investigators Examine Another Fatal Tesla Crash,https://www.facebook.com/topic/National-Transportation-Safety-Board/103128646394490?source=whfrt&position=1009&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,9,3,5/10/2018 10:24,wsj.com
Politics,North Korea,Trump greets American detainees freed by North Korea,https://www.facebook.com/topic/North-Korea/108917222462448?source=whfrt&position=1006&trqid=6553973541096546705&impressionguid=0arY4yGmZafOsMPT1,6,3,5/10/2018 10:24,thehill.com
