Category,Title,Description,TrendLink,Ranking,ScrapeID,TS,Source
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554928282388532071&impressionguid=0Dz4JeO30lRIpW125,6,55,5/13/2018 0:09,reuters.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1007&trqid=6554928282388532071&impressionguid=0Dz4JeO30lRIpW125,7,55,5/13/2018 0:09,nbcconnecticut.com
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1008&trqid=6554928282388532071&impressionguid=0Dz4JeO30lRIpW125,8,55,5/13/2018 0:09,theguardian.com
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554928282348558103&impressionguid=0Vbj9iJNbq3CZrvrw,1,55,5/13/2018 0:09,msn.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6554928282348558103&impressionguid=0Vbj9iJNbq3CZrvrw,2,55,5/13/2018 0:09,mashable.com
Science and Technology,NASA Mars Helicopter Scout,"NASA to fly helicopter on Mars, marking an interplanetary first",https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3003&trqid=6554928282348558103&impressionguid=0Vbj9iJNbq3CZrvrw,3,55,5/13/2018 0:09,nbcnews.com
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6554928282348558103&impressionguid=0Vbj9iJNbq3CZrvrw,4,55,5/13/2018 0:09,billboard.com
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3005&trqid=6554928282348558103&impressionguid=0Vbj9iJNbq3CZrvrw,5,55,5/13/2018 0:09,birminghammail.co.uk
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4001&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,1,55,5/13/2018 0:09,usatoday.com
Sports,Vasyl Lomachenko vs. Jorge Linares,Vasiliy Lomachenko TKOs Jorge Linares to become fastest three-division boxing champion,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4002&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,2,55,5/13/2018 0:09,cbssports.com
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KO’s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4003&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,3,55,5/13/2018 0:09,foxsports.com
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4004&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,4,55,5/13/2018 0:09,nytimes.com
Sports,Baltimore Orioles vs. Tampa Bay Rays,"Baltimore Orioles 6, Tampa Bay Rays 3",https://www.facebook.com/topic/Baltimore-Orioles-vs-Tampa-Bay-Rays/109641882395003?source=whfrt&position=4005&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,5,55,5/13/2018 0:09,foxsports.com
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4006&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,6,55,5/13/2018 0:09,bbc.com
Sports,Atlanta Braves vs. Miami Marlins,"Jarlin Garcia, Drew Steckenrider can't silence Braves as Marlins lose",https://www.facebook.com/topic/Atlanta-Braves-vs-Miami-Marlins/113457311998170?source=whfrt&position=4007&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,7,55,5/13/2018 0:09,sun-sentinel.com
Sports,Soldier Field,Potential Propane Tank Explosion Reported at Soldier Field: Police,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4008&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,8,55,5/13/2018 0:09,nbcchicago.com
Sports,Middlesbrough vs. Aston Villa,Middlesbrough 0-1 Aston Villa: Championship play-off semi-final – as it happened,https://www.facebook.com/topic/Middlesbrough-vs-Aston-Villa/103134989726379?source=whfrt&position=4009&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,9,55,5/13/2018 0:09,theguardian.com
Sports,A'ja Wilson,South Carolina plans statue of A'ja Wilson,https://www.facebook.com/topic/Aja-Wilson/245002968983367?source=whfrt&position=4010&trqid=6554928282297632546&impressionguid=0dHWuHHTuadhs71p5,10,55,5/13/2018 0:09,espn.com
Entertainment,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5001&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,1,55,5/13/2018 0:09,theguardian.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5002&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,2,55,5/13/2018 0:09,msn.com
Entertainment,Eurovision Song Contest,Stage invader interrupts SuRie performance,https://www.facebook.com/topic/Eurovision-Song-Contest/105514969480877?source=whfrt&position=5003&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,3,55,5/13/2018 0:09,bbc.com
Entertainment,Avengers: Infinity War,Here's Who Died Off Screen In 'Avengers: Infinity War',https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5004&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,4,55,5/13/2018 0:09,huffingtonpost.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5005&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,5,55,5/13/2018 0:09,msn.com
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormi’s…,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5006&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,6,55,5/13/2018 0:09,usmagazine.com
Entertainment,Ms. Marvel,Ms. Marvel Might Be Coming to the Marvel Cinematic Universe,https://www.facebook.com/topic/Ms-Marvel/471203919665546?source=whfrt&position=5007&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,7,55,5/13/2018 0:09,complex.com
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia…,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5008&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,8,55,5/13/2018 0:09,billboard.com
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5009&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,9,55,5/13/2018 0:09,bbc.com
Entertainment,Stevie Wonder,Stevie Wonder calls Kanye's slavery comments 'foolishness',https://www.facebook.com/topic/Stevie-Wonder/109287569089542?source=whfrt&position=5010&trqid=6554928282332254462&impressionguid=0Y0qp9AaBO9gTLk53,10,55,5/13/2018 0:09,msn.com
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at…,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554930855092755518&impressionguid=0tvkUg8pH6Z8jMxVi,1,56,5/13/2018 0:19,usatoday.com
Top Trends,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554930855092755518&impressionguid=0tvkUg8pH6Z8jMxVi,2,56,5/13/2018 0:19,theguardian.com
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554930855092755518&impressionguid=0tvkUg8pH6Z8jMxVi,3,56,5/13/2018 0:19,bbc.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=4&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,4,56,5/13/2018 0:19,msn.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=5&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,5,56,5/13/2018 0:19,thehill.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,6,56,5/13/2018 0:19,reuters.com
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for “trespassing”,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=7&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,7,56,5/13/2018 0:19,salon.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,8,56,5/13/2018 0:19,in.news.yahoo.com
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=9&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,9,56,5/13/2018 0:19,forbes.com
Top Trends,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whrt&position=10&trqid=6554930859467808116&impressionguid=0tvkUg8pH6Z8jMxVi,10,56,5/13/2018 0:19,mashable.com
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1001&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,1,56,5/13/2018 0:19,msn.com
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1002&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,2,56,5/13/2018 0:19,thehill.com
Politics,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1003&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,3,56,5/13/2018 0:19,reuters.com
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,4,56,5/13/2018 0:19,in.news.yahoo.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1005&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,5,56,5/13/2018 0:19,msn.com
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,6,56,5/13/2018 0:19,reuters.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1007&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,7,56,5/13/2018 0:19,nbcconnecticut.com
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1008&trqid=6554930859276378760&impressionguid=0tbNsAFlEFOZgQsY6,8,56,5/13/2018 0:19,theguardian.com
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554930863579821715&impressionguid=0thPHT3Ii7g6yrBI0,1,56,5/13/2018 0:19,msn.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6554930863579821715&impressionguid=0thPHT3Ii7g6yrBI0,2,56,5/13/2018 0:19,mashable.com
Science and Technology,NASA Mars Helicopter Scout,"NASA to fly helicopter on Mars, marking an interplanetary first",https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3003&trqid=6554930863579821715&impressionguid=0thPHT3Ii7g6yrBI0,3,56,5/13/2018 0:19,nbcnews.com
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6554930863579821715&impressionguid=0thPHT3Ii7g6yrBI0,4,56,5/13/2018 0:19,billboard.com
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3005&trqid=6554930863579821715&impressionguid=0thPHT3Ii7g6yrBI0,5,56,5/13/2018 0:19,birminghammail.co.uk
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at…,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554933432180534021&impressionguid=0ENPjd5Yz4cWmvqMC,1,57,5/13/2018 0:29,usatoday.com
Top Trends,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554933432180534021&impressionguid=0ENPjd5Yz4cWmvqMC,2,57,5/13/2018 0:29,theguardian.com
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554933432180534021&impressionguid=0ENPjd5Yz4cWmvqMC,3,57,5/13/2018 0:29,bbc.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=4&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,4,57,5/13/2018 0:29,msn.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=5&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,5,57,5/13/2018 0:29,thehill.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,6,57,5/13/2018 0:29,reuters.com
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for “trespassing”,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=7&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,7,57,5/13/2018 0:29,salon.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,8,57,5/13/2018 0:29,in.news.yahoo.com
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=9&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,9,57,5/13/2018 0:29,forbes.com
Top Trends,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whrt&position=10&trqid=6554933436313815392&impressionguid=0ENPjd5Yz4cWmvqMC,10,57,5/13/2018 0:29,mashable.com
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1001&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,1,57,5/13/2018 0:29,msn.com
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1002&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,2,57,5/13/2018 0:29,thehill.com
Politics,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1003&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,3,57,5/13/2018 0:29,reuters.com
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,4,57,5/13/2018 0:29,in.news.yahoo.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1005&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,5,57,5/13/2018 0:29,msn.com
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,6,57,5/13/2018 0:29,reuters.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1007&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,7,57,5/13/2018 0:29,nbcconnecticut.com
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1008&trqid=6554933436463606071&impressionguid=0OuzZdbRExdyXJMX2,8,57,5/13/2018 0:29,theguardian.com
Top Trends,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at…,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=1&trqid=6554936009094377074&impressionguid=0fcRspoOrqPAd8koi,1,58,5/13/2018 0:39,usatoday.com
Top Trends,Netta Barzilai,Eurovision song contest 2018 – live!,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=2&trqid=6554936009094377074&impressionguid=0fcRspoOrqPAd8koi,2,58,5/13/2018 0:39,theguardian.com
Top Trends,"Paris, France",One killed in Paris 'terror' knife attack,https://www.facebook.com/topic/Paris-France/129083423800364?source=whfrt&position=3&trqid=6554936009094377074&impressionguid=0fcRspoOrqPAd8koi,3,58,5/13/2018 0:39,bbc.com
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whrt&position=4&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,4,58,5/13/2018 0:39,msn.com
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whrt&position=5&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,5,58,5/13/2018 0:39,thehill.com
Top Trends,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=6&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,6,58,5/13/2018 0:39,reuters.com
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for “trespassing”,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=7&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,7,58,5/13/2018 0:39,salon.com
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=8&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,8,58,5/13/2018 0:39,in.news.yahoo.com
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=9&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,9,58,5/13/2018 0:39,forbes.com
Top Trends,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whrt&position=10&trqid=6554936017747089081&impressionguid=0fcRspoOrqPAd8koi,10,58,5/13/2018 0:39,mashable.com
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1001&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,1,58,5/13/2018 0:39,msn.com
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1002&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,2,58,5/13/2018 0:39,thehill.com
Politics,Israel–Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1003&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,3,58,5/13/2018 0:39,reuters.com
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,4,58,5/13/2018 0:39,in.news.yahoo.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1005&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,5,58,5/13/2018 0:39,msn.com
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,6,58,5/13/2018 0:39,reuters.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1007&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,7,58,5/13/2018 0:39,nbcconnecticut.com
Politics,London,TUC march for 'new deal' for workers draws thousands in London,https://www.facebook.com/topic/London/104209366281077?source=whfrt&position=1008&trqid=6554936017541256681&impressionguid=0MN8ERfVEZ82stEMB,8,58,5/13/2018 0:39,theguardian.com
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554936017576719370&impressionguid=0KAB6gCO1lPUKKbIL,1,58,5/13/2018 0:39,msn.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3002&trqid=6554936017576719370&impressionguid=0KAB6gCO1lPUKKbIL,2,58,5/13/2018 0:39,mashable.com
Science and Technology,NASA Mars Helicopter Scout,"NASA to fly helicopter on Mars, marking an interplanetary first",https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3003&trqid=6554936017576719370&impressionguid=0KAB6gCO1lPUKKbIL,3,58,5/13/2018 0:39,nbcnews.com
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3004&trqid=6554936017576719370&impressionguid=0KAB6gCO1lPUKKbIL,4,58,5/13/2018 0:39,billboard.com
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3005&trqid=6554936017576719370&impressionguid=0KAB6gCO1lPUKKbIL,5,58,5/13/2018 0:39,birminghammail.co.uk
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4001&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,1,58,5/13/2018 0:39,usatoday.com
Sports,Vasyl Lomachenko vs. Jorge Linares,Vasiliy Lomachenko TKOs Jorge Linares to become fastest three-division boxing champion,https://www.facebook.com/topic/Vasyl-Lomachenko-vs-Jorge-Linares/103796029659399?source=whfrt&position=4002&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,2,58,5/13/2018 0:39,cbssports.com
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KO’s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4003&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,3,58,5/13/2018 0:39,foxsports.com
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4004&trqid=6554936017571434631&impressionguid=0nowlFWLIqvJf4JJF,4,58,5/13/2018 0:39,nytimes.com
