Category,Title,Description,TrendLink,Ranking,ScrapeID,TS,Source
Entertainment,Avengers: Infinity War,Box Office: 'Avengers: Infinity War' Tops With $62M Weekend For $548M…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5001&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,1,150,5/13/2018 15:59,forbes.com
Entertainment,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whfrt&position=5002&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,2,150,5/13/2018 15:59,msn.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5003&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,3,150,5/13/2018 15:59,msn.com
Entertainment,Harrison Ford,Han Solo times two: Harrison Ford surprises Alden Ehrenreich,https://www.facebook.com/topic/Harrison-Ford/112087848807681?source=whfrt&position=5004&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,4,150,5/13/2018 15:59,cnet.com
Entertainment,André 3000,André 3000 Returns With New Music In Memory Of His Parents,https://www.facebook.com/topic/Andr%C3%A9-3000/107865022574262?source=whfrt&position=5005&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,5,150,5/13/2018 15:59,npr.org
Entertainment,Amy Schumer,"‘Saturday Night Live’: Amy Schumer Hosts, Mothers Say ‘Enough With…",https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5006&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,6,150,5/13/2018 15:59,nytimes.com
Entertainment,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling…",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=5007&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,7,150,5/13/2018 15:59,usmagazine.com
Entertainment,Netta Barzilai,Netta Barzilai wins 2018 Eurovision Song Contest for Israel,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5008&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,8,150,5/13/2018 15:59,msn.com
Entertainment,Lethal Weapon,‘Lethal Weapon’ Renewed with Seann William Scott After 11th-Hour…,https://www.facebook.com/topic/Lethal-Weapon/108355452521548?source=whfrt&position=5009&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,9,150,5/13/2018 15:59,variety.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5010&trqid=6555173088411193787&impressionguid=0kE1yFdmVBWurQ38Z,10,150,5/13/2018 15:59,msn.com
Top Trends,Chili's,Chili's data breach leaves credit and debit card information exposed,https://www.facebook.com/topic/Chilis/112513292098310?source=whfrt&position=1&trqid=6555175656706195364&impressionguid=0NFbV4igduIZ8bzad,1,151,5/13/2018 16:09,usatoday.com
Top Trends,Avengers: Infinity War,Box Office: 'Avengers: Infinity War' Tops With $62M Weekend For $548M…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=2&trqid=6555175656706195364&impressionguid=0NFbV4igduIZ8bzad,2,151,5/13/2018 16:09,forbes.com
Top Trends,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=3&trqid=6555175656706195364&impressionguid=0NFbV4igduIZ8bzad,3,151,5/13/2018 16:09,thehill.com
Top Trends,"Surabaya, Indonesia","Family of suicide bombers attacks 3 churches in Indonesia, killing 7, police say",https://www.facebook.com/topic/Surabaya-Indonesia/107934015907468?source=whrt&position=4&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,4,151,5/13/2018 16:09,cnn.com
Top Trends,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the Season,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whrt&position=5&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,5,151,5/13/2018 16:09,bbc.com
Top Trends,ZTE,Trump pledges to help Chinese phonemaker ZTE ‘get back into business’,https://www.facebook.com/topic/ZTE/107650185924610?source=whrt&position=6&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,6,151,5/13/2018 16:09,washingtonpost.com
Top Trends,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whrt&position=7&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,7,151,5/13/2018 16:09,msn.com
Top Trends,Tim Cook,"Apple CEO Lauds Gun-Control Activists; Jabs at Google, Facebook",https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whrt&position=8&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,8,151,5/13/2018 16:09,bloomberg.com
Top Trends,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whrt&position=9&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,9,151,5/13/2018 16:09,msn.com
Top Trends,Rose Acre Farms,Salmonella Outbreak Sickens More People Following Multi-State Egg Recall,https://www.facebook.com/topic/Rose-Acre-Farms/108543585836378?source=whrt&position=10&trqid=6555175665171264025&impressionguid=0NFbV4igduIZ8bzad,10,151,5/13/2018 16:09,msn.com
Politics,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1001&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,1,151,5/13/2018 16:09,thehill.com
Politics,ZTE,Trump pledges to help Chinese phonemaker ZTE ‘get back into…,https://www.facebook.com/topic/ZTE/107650185924610?source=whfrt&position=1002&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,2,151,5/13/2018 16:09,washingtonpost.com
Politics,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whfrt&position=1003&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,3,151,5/13/2018 16:09,msn.com
Politics,Tessa Jowell,Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister…,https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whfrt&position=1004&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,4,151,5/13/2018 16:09,msn.com
Politics,Home Office,'Class A drugs' found in Home Office,https://www.facebook.com/topic/Home-Office/132928670075580?source=whfrt&position=1005&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,5,151,5/13/2018 16:09,bbc.com
Politics,Boris Johnson,Two Britons held hostage in Democratic Republic of Congo freed,https://www.facebook.com/topic/Boris-Johnson/111363498915183?source=whfrt&position=1006&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,6,151,5/13/2018 16:09,theguardian.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1007&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,7,151,5/13/2018 16:09,msn.com
Politics,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a…,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1008&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,8,151,5/13/2018 16:09,msn.com
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For…,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1009&trqid=6555175665319694679&impressionguid=0dZjt9MEGS0Vwxeyr,9,151,5/13/2018 16:09,nbcconnecticut.com
Top Trends,Chili's,Chili's data breach leaves credit and debit card information exposed,https://www.facebook.com/topic/Chilis/112513292098310?source=whfrt&position=1&trqid=6555178233740845696&impressionguid=0S0QvQiQzLzQAPAEW,1,152,5/13/2018 16:19,usatoday.com
Top Trends,ZTE,Trump pledges to help Chinese phonemaker ZTE ‘get back into…,https://www.facebook.com/topic/ZTE/107650185924610?source=whfrt&position=2&trqid=6555178233740845696&impressionguid=0S0QvQiQzLzQAPAEW,2,152,5/13/2018 16:19,washingtonpost.com
Top Trends,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=3&trqid=6555178233740845696&impressionguid=0S0QvQiQzLzQAPAEW,3,152,5/13/2018 16:19,thehill.com
Top Trends,Avengers: Infinity War,Box Office: 'Avengers: Infinity War' Tops With $62M Weekend For $548M Cume,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whrt&position=4&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,4,152,5/13/2018 16:19,forbes.com
Top Trends,"Surabaya, Indonesia","Family of suicide bombers attacks 3 churches in Indonesia, killing 7, police say",https://www.facebook.com/topic/Surabaya-Indonesia/107934015907468?source=whrt&position=5&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,5,152,5/13/2018 16:19,cnn.com
Top Trends,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the Season,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whrt&position=6&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,6,152,5/13/2018 16:19,bbc.com
Top Trends,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whrt&position=7&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,7,152,5/13/2018 16:19,msn.com
Top Trends,Tim Cook,"Apple CEO Lauds Gun-Control Activists; Jabs at Google, Facebook",https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whrt&position=8&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,8,152,5/13/2018 16:19,bloomberg.com
Top Trends,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whrt&position=9&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,9,152,5/13/2018 16:19,msn.com
Top Trends,Rose Acre Farms,Salmonella Outbreak Sickens More People Following Multi-State Egg Recall,https://www.facebook.com/topic/Rose-Acre-Farms/108543585836378?source=whrt&position=10&trqid=6555178242246202930&impressionguid=0S0QvQiQzLzQAPAEW,10,152,5/13/2018 16:19,msn.com
Politics,ZTE,Trump pledges to help Chinese phonemaker ZTE ‘get back into business’,https://www.facebook.com/topic/ZTE/107650185924610?source=whfrt&position=1001&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,1,152,5/13/2018 16:19,washingtonpost.com
Politics,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1002&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,2,152,5/13/2018 16:19,thehill.com
Politics,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whfrt&position=1003&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,3,152,5/13/2018 16:19,msn.com
Politics,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whfrt&position=1004&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,4,152,5/13/2018 16:19,msn.com
Politics,Home Office,'Class A drugs' found in Home Office,https://www.facebook.com/topic/Home-Office/132928670075580?source=whfrt&position=1005&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,5,152,5/13/2018 16:19,bbc.com
Politics,Boris Johnson,Two Britons held hostage in Democratic Republic of Congo freed,https://www.facebook.com/topic/Boris-Johnson/111363498915183?source=whfrt&position=1006&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,6,152,5/13/2018 16:19,theguardian.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1007&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,7,152,5/13/2018 16:19,msn.com
Politics,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1008&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,8,152,5/13/2018 16:19,
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1009&trqid=6555178242144763458&impressionguid=0r1qzuhil7DfJo6Im,9,152,5/13/2018 16:19,nbcconnecticut.com
Science and Technology,Chili's,Chili's data breach leaves credit and debit card information exposed,https://www.facebook.com/topic/Chilis/112513292098310?source=whfrt&position=3001&trqid=6555178246470694705&impressionguid=0CS1HzTW5FsjOFHWd,1,152,5/13/2018 16:19,usatoday.com
Science and Technology,Tim Cook,"Apple CEO Lauds Gun-Control Activists; Jabs at Google, Facebook",https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whfrt&position=3002&trqid=6555178246470694705&impressionguid=0CS1HzTW5FsjOFHWd,2,152,5/13/2018 16:19,bloomberg.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3003&trqid=6555178246470694705&impressionguid=0CS1HzTW5FsjOFHWd,3,152,5/13/2018 16:19,mashable.com
Science and Technology,NASA Mars Helicopter Scout,NASA plans to send mini-helicopter to Mars,https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3004&trqid=6555178246470694705&impressionguid=0CS1HzTW5FsjOFHWd,4,152,5/13/2018 16:19,yahoo.com
Science and Technology,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=3005&trqid=6555178246470694705&impressionguid=0CS1HzTW5FsjOFHWd,5,152,5/13/2018 16:19,
Sports,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the Season,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whfrt&position=4001&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,1,152,5/13/2018 16:19,bbc.com
Sports,Chuck Knox,Report: Former NFL coach Chuck Knox dies,https://www.facebook.com/topic/Chuck-Knox/107917482569747?source=whfrt&position=4002&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,2,152,5/13/2018 16:19,msn.com
Sports,Newcastle United vs. Chelsea,"Newcastle United smash listless Chelsea, finish 10th",https://www.facebook.com/topic/Newcastle-United-vs-Chelsea/105606019471836?source=whfrt&position=4003&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,3,152,5/13/2018 16:19,soccer.nbcsports.com
Sports,Raquel Pennington,"UFC coach ignores fighter’s plea, forces her into bloody beatdown",https://www.facebook.com/topic/Raquel-Pennington/274640426017607?source=whfrt&position=4004&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,4,152,5/13/2018 16:19,nypost.com
Sports,Brooks Koepka,"Brooks Koepka makes albatross, ties course record at The Players Championship",https://www.facebook.com/topic/Brooks-Koepka/531382333554838?source=whfrt&position=4005&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,5,152,5/13/2018 16:19,msn.com
Sports,Manchester United vs. Watford,Manchester United 1 Watford 0: Carrick sets up winner in final Old Trafford appearance,https://www.facebook.com/topic/Manchester-United-vs-Watford/106030172762517?source=whfrt&position=4006&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,6,152,5/13/2018 16:19,msn.com
Sports,Lyoto Machida vs. Vitor Belfort,Vitor Belfort knocked out by Lyoto Machida during final career fight at UFC 224,https://www.facebook.com/topic/Lyoto-Machida-vs-Vitor-Belfort/112621235421106?source=whfrt&position=4007&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,7,152,5/13/2018 16:19,usatoday.com
Sports,Marcus Morris,Marcus Morris to start Celtics' Game 1 showdown with Cavs,https://www.facebook.com/topic/Marcus-Morris/117200414956649?source=whfrt&position=4008&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,8,152,5/13/2018 16:19,celticswire.usatoday.com
Sports,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos KO’s Sean Strickland | HIGHTLIGHT | UFC 224 (VIDEO),https://www.facebook.com/topic/Elizeu-Zaleski-dos-Santos/178782072162607?source=whfrt&position=4009&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,9,152,5/13/2018 16:19,foxsports.com
Sports,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling Shepard: Pics",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=4010&trqid=6555178246654113467&impressionguid=0kfEv9APsZ35Zxwxm,10,152,5/13/2018 16:19,usmagazine.com
Entertainment,Avengers: Infinity War,Box Office: 'Avengers: Infinity War' Tops With $62M Weekend For $548M…,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5001&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,1,152,5/13/2018 16:19,forbes.com
Entertainment,Michael Curry,Black American bishop will give the address at royal wedding,https://www.facebook.com/topic/Michael-Curry/144523435632418?source=whfrt&position=5002&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,2,152,5/13/2018 16:19,msn.com
Entertainment,Elizabeth II,Queen Gives Instrument of Consent to Harry and Meghan's Marriage,https://www.facebook.com/topic/Elizabeth-II/108316205868488?source=whfrt&position=5003&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,3,152,5/13/2018 16:19,msn.com
Entertainment,Harrison Ford,Han Solo times two: Harrison Ford surprises Alden Ehrenreich,https://www.facebook.com/topic/Harrison-Ford/112087848807681?source=whfrt&position=5004&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,4,152,5/13/2018 16:19,cnet.com
Entertainment,André 3000,André 3000 Returns With New Music In Memory Of His Parents,https://www.facebook.com/topic/Andr%C3%A9-3000/107865022574262?source=whfrt&position=5005&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,5,152,5/13/2018 16:19,npr.org
Entertainment,Amy Schumer,"‘Saturday Night Live’: Amy Schumer Hosts, Mothers Say ‘Enough With…",https://www.facebook.com/topic/Amy-Schumer/107951945899782?source=whfrt&position=5006&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,6,152,5/13/2018 16:19,nytimes.com
Entertainment,Chanel Iman,"Chanel Iman Is Pregnant, Expecting First Child With Sterling…",https://www.facebook.com/topic/Chanel-Iman/106152216082096?source=whfrt&position=5007&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,7,152,5/13/2018 16:19,usmagazine.com
Entertainment,Netta Barzilai,Netta Barzilai wins 2018 Eurovision Song Contest for Israel,https://www.facebook.com/topic/Netta-Barzilai/111943465489166?source=whfrt&position=5008&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,8,152,5/13/2018 16:19,msn.com
Entertainment,Lethal Weapon,‘Lethal Weapon’ Renewed with Seann William Scott After 11th-Hour…,https://www.facebook.com/topic/Lethal-Weapon/108355452521548?source=whfrt&position=5009&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,9,152,5/13/2018 16:19,variety.com
Entertainment,Khloé Kardashian,Khloe Kardashian shares first video of baby True,https://www.facebook.com/topic/Khlo%C3%A9-Kardashian/299054633541321?source=whfrt&position=5010&trqid=6555178246441582127&impressionguid=0gHfOyaX5zfELPoih,10,152,5/13/2018 16:19,msn.com
Top Trends,Chili's,Chili's data breach leaves credit and debit card information exposed,https://www.facebook.com/topic/Chilis/112513292098310?source=whfrt&position=1&trqid=6555180810593971514&impressionguid=0nJqN7mn3W4OBZSX2,1,153,5/13/2018 16:29,usatoday.com
Top Trends,ZTE,Trump pledges to help Chinese phonemaker ZTE ‘get back into…,https://www.facebook.com/topic/ZTE/107650185924610?source=whfrt&position=2&trqid=6555180810593971514&impressionguid=0nJqN7mn3W4OBZSX2,2,153,5/13/2018 16:29,washingtonpost.com
Top Trends,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=3&trqid=6555180810593971514&impressionguid=0nJqN7mn3W4OBZSX2,3,153,5/13/2018 16:29,thehill.com
Top Trends,Avengers: Infinity War,Box Office: 'Avengers: Infinity War' Tops With $62M Weekend For $548M Cume,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whrt&position=4&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,4,153,5/13/2018 16:29,forbes.com
Top Trends,Chuck Knox,Report: Former NFL coach Chuck Knox dies,https://www.facebook.com/topic/Chuck-Knox/107917482569747?source=whrt&position=5&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,5,153,5/13/2018 16:29,msn.com
Top Trends,"Surabaya, Indonesia","Family of suicide bombers attacks 3 churches in Indonesia, killing 7, police say",https://www.facebook.com/topic/Surabaya-Indonesia/107934015907468?source=whrt&position=6&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,6,153,5/13/2018 16:29,cnn.com
Top Trends,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whrt&position=7&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,7,153,5/13/2018 16:29,msn.com
Top Trends,Tim Cook,"Apple CEO Lauds Gun-Control Activists; Jabs at Google, Facebook",https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whrt&position=8&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,8,153,5/13/2018 16:29,bloomberg.com
Top Trends,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whrt&position=9&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,9,153,5/13/2018 16:29,msn.com
Top Trends,Rose Acre Farms,Salmonella Outbreak Sickens More People Following Multi-State Egg Recall,https://www.facebook.com/topic/Rose-Acre-Farms/108543585836378?source=whrt&position=10&trqid=6555180814798942474&impressionguid=0nJqN7mn3W4OBZSX2,10,153,5/13/2018 16:29,msn.com
Politics,ZTE,Trump pledges to help Chinese phonemaker ZTE ‘get back into business’,https://www.facebook.com/topic/ZTE/107650185924610?source=whfrt&position=1001&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,1,153,5/13/2018 16:29,washingtonpost.com
Politics,Lindsey Graham,Lindsey Graham: White House should apologize for McCain remark,https://www.facebook.com/topic/Lindsey-Graham/107679489255126?source=whfrt&position=1002&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,2,153,5/13/2018 16:29,thehill.com
Politics,"Beijing, China",China's first homegrown aircraft carrier heads out for sea trial,https://www.facebook.com/topic/Beijing-China/110730292284790?source=whfrt&position=1003&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,3,153,5/13/2018 16:29,msn.com
Politics,Tessa Jowell,"Tony Blair leads tributes to Dame Tessa Jowell as former Prime Minister says I will miss her more than I can say""""",https://www.facebook.com/topic/Tessa-Jowell/105963259434887?source=whfrt&position=1004&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,4,153,5/13/2018 16:29,msn.com
Politics,Home Office,'Class A drugs' found in Home Office,https://www.facebook.com/topic/Home-Office/132928670075580?source=whfrt&position=1005&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,5,153,5/13/2018 16:29,bbc.com
Politics,Boris Johnson,Two Britons held hostage in Democratic Republic of Congo freed,https://www.facebook.com/topic/Boris-Johnson/111363498915183?source=whfrt&position=1006&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,6,153,5/13/2018 16:29,theguardian.com
Politics,"Embassy of the United States, Islamabad",Pakistan blocks US diplomat from leaving country: reports,https://www.facebook.com/topic/Embassy-of-the-United-States-Islamabad/112700402075258?source=whfrt&position=1007&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,7,153,5/13/2018 16:29,msn.com
Politics,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=1008&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,8,153,5/13/2018 16:29,
Politics,Mark D. Boughton,Analysis: What GOP Governor Candidates Are Fighting For Before Votes Are Cast,https://www.facebook.com/topic/Mark-D-Boughton/210177858992960?source=whfrt&position=1009&trqid=6555180814809978167&impressionguid=0A2nAJwyMtA5XPN4B,9,153,5/13/2018 16:29,nbcconnecticut.com
Science and Technology,Chili's,Chili's data breach leaves credit and debit card information exposed,https://www.facebook.com/topic/Chilis/112513292098310?source=whfrt&position=3001&trqid=6555180819211164798&impressionguid=0KVGUWcV2rKfPmMei,1,153,5/13/2018 16:29,usatoday.com
Science and Technology,Tim Cook,"Apple CEO Lauds Gun-Control Activists; Jabs at Google, Facebook",https://www.facebook.com/topic/Tim-Cook/1635650173387567?source=whfrt&position=3002&trqid=6555180819211164798&impressionguid=0KVGUWcV2rKfPmMei,2,153,5/13/2018 16:29,bloomberg.com
Science and Technology,Boston Dynamics,"Robot dogs are now scaling stairs, and they might show up in society next year",https://www.facebook.com/topic/Boston-Dynamics/132574620113368?source=whfrt&position=3003&trqid=6555180819211164798&impressionguid=0KVGUWcV2rKfPmMei,3,153,5/13/2018 16:29,mashable.com
Science and Technology,NASA Mars Helicopter Scout,NASA plans to send mini-helicopter to Mars,https://www.facebook.com/topic/NASA-Mars-Helicopter-Scout/103086076398533?source=whfrt&position=3004&trqid=6555180819211164798&impressionguid=0KVGUWcV2rKfPmMei,4,153,5/13/2018 16:29,yahoo.com
Science and Technology,"New South Wales, Australia",Is this the end of the plastic driver’s licence? A new digital ID system using a smartphone app is set to make traditional cards a thing of the past,https://www.facebook.com/topic/New-South-Wales-Australia/106111859420953?source=whfrt&position=3005&trqid=6555180819211164798&impressionguid=0KVGUWcV2rKfPmMei,5,153,5/13/2018 16:29,
Sports,Chuck Knox,Report: Former NFL coach Chuck Knox dies,https://www.facebook.com/topic/Chuck-Knox/107917482569747?source=whfrt&position=4001&trqid=6555180819097027028&impressionguid=0HpNRtSxPjWH77Ay1,1,153,5/13/2018 16:29,msn.com
Sports,Mohamed Salah,Mohamed Salah: Liverpool forward named Premier League Player of the Season,https://www.facebook.com/topic/Mohamed-Salah/260774334020171?source=whfrt&position=4002&trqid=6555180819097027028&impressionguid=0HpNRtSxPjWH77Ay1,2,153,5/13/2018 16:29,bbc.com
