Politics,Stormzy,No 10 defends PM after Stormzy's Grenfell freestyle at Brits,theguardian.com,https://www.facebook.com/topic/Stormzy/280331872458974?source=whfrt&position=1010&trqid=6525491857738336420&impressionguid=0grpWYjUWXvURLRsZ,10,1,Thu Feb 22 15:21:12 2018
Science and Technology,Science Advances,Case closed: Oldest known cave art proves Neanderthals were…,latimes.com,https://www.facebook.com/topic/Science-Advances/115762908438183?source=whfrt&position=3001&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,1,1,Thu Feb 22 15:21:13 2018
Science and Technology,Snapchat,Snap responds to the 1.2 million petition signers who hate the redesign,msn.com,https://www.facebook.com/topic/Snapchat/451051621609562?source=whfrt&position=3002&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,2,1,Thu Feb 22 15:21:13 2018
Science and Technology,SpaceX,Spectacular predawn launch for SpaceX Falcon 9,msn.com,https://www.facebook.com/topic/SpaceX/106576389377109?source=whfrt&position=3003&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,3,1,Thu Feb 22 15:21:13 2018
Science and Technology,Federal Communications Commission,FCC Orders Net Neutrality To End In April,huffingtonpost.com,https://www.facebook.com/topic/Federal-Communications-Commission/104008902969103?source=whfrt&position=3004&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,4,1,Thu Feb 22 15:21:13 2018
Science and Technology,Apple Inc.,Apple Plans Upgrades to Popular AirPods Headphones,bloomberg.com,https://www.facebook.com/topic/Apple-Inc/105596369475033?source=whfrt&position=3005&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,5,1,Thu Feb 22 15:21:13 2018
Science and Technology,Airbnb,"Stymied by regulators, Airbnb looks to luxury vacations, hotels for...",reuters.com,https://www.facebook.com/topic/Airbnb/221882364512593?source=whfrt&position=3006&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,6,1,Thu Feb 22 15:21:13 2018
Science and Technology,"Rosario, Argentina",An amateur astronomer testing a new camera happens to catch a…,msn.com,https://www.facebook.com/topic/Rosario-Argentina/141179196086431?source=whfrt&position=3007&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,7,1,Thu Feb 22 15:21:13 2018
Science and Technology,UPS,UPS partners with Workhorse to build electric delivery vans,reuters.com,https://www.facebook.com/topic/UPS/111311735562978?source=whfrt&position=3008&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,8,1,Thu Feb 22 15:21:13 2018
Science and Technology,University of California,"Alcohol and coffee can help you live past 90, study says",freep.com,https://www.facebook.com/topic/University-of-California/105781996123154?source=whfrt&position=3009&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,9,1,Thu Feb 22 15:21:13 2018
Science and Technology,Seychelles,Debt for dolphins: Seychelles creates huge marine parks in…,theguardian.com,https://www.facebook.com/topic/Seychelles/113136345367206?source=whfrt&position=3010&trqid=6525491857884595956&impressionguid=0piwT7PIOBxAlCpY7,10,1,Thu Feb 22 15:21:13 2018
Sports,US Women's National Ice Hockey Team,"USA women win hockey gold in thrilling, shootout finish",msn.com,https://www.facebook.com/topic/US-Womens-National-Ice-Hockey-Team/115040395176915?source=whfrt&position=4001&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,1,1,Thu Feb 22 15:21:14 2018
Sports,Court of Arbitration for Sport,Russian Curlers to Give Back Bronze Olympic Medals…,bleacherreport.com,https://www.facebook.com/topic/Court-of-Arbitration-for-Sport/103143599740791?source=whfrt&position=4002&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,2,1,Thu Feb 22 15:21:14 2018
Sports,Gregg Popovich,"Sources: Kawhi has final say, opts to stay out",espn.com,https://www.facebook.com/topic/Gregg-Popovich/107579615938158?source=whfrt&position=4003&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,3,1,Thu Feb 22 15:21:14 2018
Sports,David Wise and Alex Ferreira,Wise enough to win: U.S. skier defends gold,espn.com,https://www.facebook.com/topic/David-Wise-and-Alex-Ferreira/1408102556158473?source=whfrt&position=4004&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,4,1,Thu Feb 22 15:21:14 2018
Sports,Lindsey Vonn,Lindsey Vonn shares pic showing skis burned out on bronze medal run,msn.com,https://www.facebook.com/topic/Lindsey-Vonn/109658955719313?source=whfrt&position=4005&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,5,1,Thu Feb 22 15:21:14 2018
Sports,Tiger Woods,Tiger Tracker: Tiger Woods (-1) near lead at Honda Classic,msn.com,https://www.facebook.com/topic/Tiger-Woods/104052289630039?source=whfrt&position=4006&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,6,1,Thu Feb 22 15:21:14 2018
Sports,Jamie Anderson,"Winter Olympics 2018: USA's David Wise wins gold, Alex Ferreira…",cbssports.com,https://www.facebook.com/topic/Jamie-Anderson/107496599279538?source=whfrt&position=4007&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,7,1,Thu Feb 22 15:21:14 2018
Sports,Alabama vs. Auburn,Auburn basketball: Mustapha Heron ruled out for Alabama game,seccountry.com,https://www.facebook.com/topic/Alabama-vs-Auburn/136204476410279?source=whfrt&position=4008&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,8,1,Thu Feb 22 15:21:14 2018
Sports,LeBron James,LeBron James Says He's Against Changing the NBA…,bleacherreport.com,https://www.facebook.com/topic/LeBron-James/107839129239139?source=whfrt&position=4009&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,9,1,Thu Feb 22 15:21:14 2018
Sports,2026 FIFA World Cup,Senators write letter to Trump calling for bid to host World Cup,thehill.com,https://www.facebook.com/topic/2026-FIFA-World-Cup/119583224755273?source=whfrt&position=4010&trqid=6525491862032092112&impressionguid=0GgyWmmOInjG5PoPQ,10,1,Thu Feb 22 15:21:14 2018
Entertainment,McDonald's,McDonald's is bringing back a sauce that led to riots,msn.com,https://www.facebook.com/topic/McDonalds/115641475116104?source=whfrt&position=5001&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,1,1,Thu Feb 22 15:21:15 2018
Entertainment,Amy Poehler,Amy Poehler tells the NRA what they can do with their Leslie Knope…,usatoday.com,https://www.facebook.com/topic/Amy-Poehler/112295982115984?source=whfrt&position=5002&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,2,1,Thu Feb 22 15:21:15 2018
Entertainment,Quincy Jones,Quincy Jones Apologizes For Giving Best Interviews Of The Year,huffingtonpost.com,https://www.facebook.com/topic/Quincy-Jones/105597289474005?source=whfrt&position=5003&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,3,1,Thu Feb 22 15:21:15 2018
Entertainment,Jimmy Kimmel,"Kimmel Slams Donald Trump Jr., Conspiracy Theorists for…",msn.com,https://www.facebook.com/topic/Jimmy-Kimmel/1094746700556244?source=whfrt&position=5004&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,4,1,Thu Feb 22 15:21:15 2018
Entertainment,Janelle Monáe,Janelle Monae Previews Third LP 'Dirty Computer' With Two…,rollingstone.com,https://www.facebook.com/topic/Janelle-Mon%C3%A1e/114502738565875?source=whfrt&position=5005&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,5,1,Thu Feb 22 15:21:15 2018
Entertainment,Stormzy,No 10 defends PM after Stormzy's Grenfell freestyle at Brits,theguardian.com,https://www.facebook.com/topic/Stormzy/280331872458974?source=whfrt&position=5006&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,6,1,Thu Feb 22 15:21:15 2018
Entertainment,Wakanda,This Airport Is Now Offering Nonstop Flights to the Kingdom of…,msn.com,https://www.facebook.com/topic/Wakanda/126173240759243?source=whfrt&position=5007&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,7,1,Thu Feb 22 15:21:15 2018
Entertainment,Rush Hour,Chris Tucker confirms he and Jackie Chan are working on Rush Hour 4,dailymail.co.uk,https://www.facebook.com/topic/Rush-Hour/104076216295743?source=whfrt&position=5008&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,8,1,Thu Feb 22 15:21:15 2018
Entertainment,Meghan Markle,Meghan Markle and Prince Harry in 'racist' anthrax threat terror,uk.news.yahoo.com,https://www.facebook.com/topic/Meghan-Markle/108113495883162?source=whfrt&position=5009&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,9,1,Thu Feb 22 15:21:15 2018
Entertainment,Brendan Fraser,Brendan Fraser Claims Groping By HFPA President In 2003: Report,deadline.com,https://www.facebook.com/topic/Brendan-Fraser/104076589627724?source=whfrt&position=5010&trqid=6525491862127793598&impressionguid=0ymO2QMrdleP8G8E6,10,1,Thu Feb 22 15:21:15 2018
