type,title,description,source,uniqueLink,rank,scrapeId,timestamp
Entertainment,Blue Ivy,"Blue Ivy took an $1,800 Louis Vuitton purse and Beyoncé to the…",yahoo.com,https://www.facebook.com/topic/Blue-Ivy/105972052766433?source=whfrt&position=5009&trqid=6524383631589385815&impressionguid=0Hmj8k91jmcmptHFi,9,2,Mon Feb 19 15:40:44 2018
Entertainment,Andi Mack,‘Andi Mack’ Renewed For Third Season On Disney Channel,deadline.com,https://www.facebook.com/topic/Andi-Mack/392035237807692?source=whfrt&position=5010&trqid=6524383631589385815&impressionguid=0Hmj8k91jmcmptHFi,10,2,Mon Feb 19 15:40:44 2018
Top Trends,Supreme Court of Pennsylvania,Pennsylvania Court Issues New Congressional Map,nbcphiladelphia.com,https://www.facebook.com/topic/Supreme-Court-of-Pennsylvania/139744832709829?source=whfrt&position=1&trqid=6524386200000905777&impressionguid=07qMBriHb85p4CC1u,1,3,Mon Feb 19 15:50:42 2018
Top Trends,University of Bristol,New research pushes history of land plants back 100…,eveningtelegraph.co.uk,https://www.facebook.com/topic/University-of-Bristol/111364248885161?source=whfrt&position=2&trqid=6524386200000905777&impressionguid=07qMBriHb85p4CC1u,2,3,Mon Feb 19 15:50:42 2018
Top Trends,Transavia,Farting Passenger Forces Plane To Make Emergency Landing,huffingtonpost.com,https://www.facebook.com/topic/Transavia/111131142247582?source=whfrt&position=3&trqid=6524386200000905777&impressionguid=07qMBriHb85p4CC1u,3,3,Mon Feb 19 15:50:42 2018
Top Trends,Michelle Obama,Michelle Obama praises Black Panther for inspiring 'people of all…,msn.com,https://www.facebook.com/topic/Michelle-Obama/112766808736885?source=whrt&position=4&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,4,3,Mon Feb 19 15:50:42 2018
Top Trends,Moscow Kremlin,Kremlin dismisses Mueller's indictment of 13 Russians,cnn.com,https://www.facebook.com/topic/Moscow-Kremlin/105493486152035?source=whrt&position=5&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,5,3,Mon Feb 19 15:50:42 2018
Top Trends,Donald Trump,Trump backs effort to improve gun background checks,reuters.com,https://www.facebook.com/topic/Donald-Trump/143301122351927?source=whrt&position=6&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,6,3,Mon Feb 19 15:50:42 2018
Top Trends,New York Yankees,"Stanton, Judge Hit Bombs in BP 💣",bleacherreport.com,https://www.facebook.com/topic/New-York-Yankees/327270020664481?source=whrt&position=7&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,7,3,Mon Feb 19 15:50:42 2018
Top Trends,Mar-a-Lago,Trump Reportedly Asked Pals At Mar a Lago What To Do On Gun…,yahoo.com,https://www.facebook.com/topic/Mar-a-Lago/111043798945761?source=whrt&position=8&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,8,3,Mon Feb 19 15:50:42 2018
Top Trends,KFC,Chicken chaos as KFC closes outlets,bbc.com,https://www.facebook.com/topic/KFC/103100953063447?source=whrt&position=9&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,9,3,Mon Feb 19 15:50:42 2018
Top Trends,President's Day,Presidents Day Trivia: Facts About The 45 US Presidents,msn.com,https://www.facebook.com/topic/Presidents-Day/144162252265035?source=whrt&position=10&trqid=6524386208644672120&impressionguid=07qMBriHb85p4CC1u,10,3,Mon Feb 19 15:50:42 2018
Politics,Supreme Court of Pennsylvania,Pennsylvania Court Issues New Congressional Map,nbcphiladelphia.com,https://www.facebook.com/topic/Supreme-Court-of-Pennsylvania/139744832709829?source=whfrt&position=1001&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,1,3,Mon Feb 19 15:50:43 2018
Politics,Michelle Obama,Michelle Obama praises Black Panther for inspiring 'people of all…,msn.com,https://www.facebook.com/topic/Michelle-Obama/112766808736885?source=whfrt&position=1002&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,2,3,Mon Feb 19 15:50:43 2018
Politics,Moscow Kremlin,Kremlin dismisses Mueller's indictment of 13 Russians,cnn.com,https://www.facebook.com/topic/Moscow-Kremlin/105493486152035?source=whfrt&position=1003&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,3,3,Mon Feb 19 15:50:43 2018
Politics,Donald Trump,Trump backs effort to improve gun background checks,reuters.com,https://www.facebook.com/topic/Donald-Trump/143301122351927?source=whfrt&position=1004&trqid=6524386204325960643&impressionguid=0Jeyi9RPjB6MzUMd8,4,3,Mon Feb 19 15:50:43 2018
