type,title,description,source,trendlink,rank,scrapeid,timestamp
Top Trends,"Sykesville, Maryland",Video shows deputy fatally shooting groundhog in Maryland,12newsnow.com,https://www.facebook.com/topic/Sykesville-Maryland/113068225373321?source=whfrt&position=1&trqid=6553366640923066311&impressionguid=0pe8WD7BabQ7jDvJ1,1,0,2018-05-08T19:09:42.547988
Top Trends,Michael Cohen,Mueller's team questions Russian oligarch about payments to Cohen,cnn.com,https://www.facebook.com/topic/Michael-Cohen/109747645711336?source=whfrt&position=2&trqid=6553366640923066311&impressionguid=0pe8WD7BabQ7jDvJ1,2,0,2018-05-08T19:09:42.547988
Top Trends,Bill & Ted,Keanu Reeves and Alex Winter Reteaming for 'Bill & Ted 3',hollywoodreporter.com,https://www.facebook.com/topic/Bill-Ted/106012472763750?source=whfrt&position=3&trqid=6553366640923066311&impressionguid=0pe8WD7BabQ7jDvJ1,3,0,2018-05-08T19:09:42.547988
Top Trends,"Damascus, Syria",Israel Launches Air Strike On Iran Base Near Damascus,zerohedge.com,https://www.facebook.com/topic/Damascus-Syria/104167112952079?source=whrt&position=4&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,4,0,2018-05-08T19:09:42.547988
Top Trends,Android P,Android blatantly copies the iPhone X navigation gestures,social.techcrunch.com,https://www.facebook.com/topic/Android-P/112145925469595?source=whrt&position=5&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,5,0,2018-05-08T19:09:42.547988
Top Trends,Uber,Uber reveals its latest ‘flying car’ prototype for aerial taxi service,msn.com,https://www.facebook.com/topic/Uber/176794885724034?source=whrt&position=6&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,6,0,2018-05-08T19:09:42.547988
Top Trends,Donald Trump,Trump wants to cut Children Health Insurance Spending,msn.com,https://www.facebook.com/topic/Donald-Trump/108176935877308?source=whrt&position=7&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,7,0,2018-05-08T19:09:42.547988
Top Trends,Walmart,Walmart Limits Opioid Prescriptions In Bid To Curb Epidemic,huffingtonpost.com,https://www.facebook.com/topic/Walmart/106242219413347?source=whrt&position=8&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,8,0,2018-05-08T19:09:42.547988
Top Trends,Dish Network,"Did a Dish Network telemarketer call you? You could get $1,200 from…",usatoday.com,https://www.facebook.com/topic/Dish-Network/137679492922549?source=whrt&position=9&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,9,0,2018-05-08T19:09:42.547988
Top Trends,Google I/O,Google I/O 2018: Watch the keynote live right here,androidauthority.com,https://www.facebook.com/topic/Google-IO/412198698862630?source=whrt&position=10&trqid=6553366653788770560&impressionguid=0pe8WD7BabQ7jDvJ1,10,0,2018-05-08T19:09:42.547988
Politics,Michael Cohen,Mueller's team questions Russian oligarch about payments to Cohen,cnn.com,https://www.facebook.com/topic/Michael-Cohen/109747645711336?source=whfrt&position=1001&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,1,0,2018-05-08T19:09:46.539784
Politics,"Damascus, Syria",Israel Launches Air Strike On Iran Base Near Damascus,zerohedge.com,https://www.facebook.com/topic/Damascus-Syria/104167112952079?source=whfrt&position=1002&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,2,0,2018-05-08T19:09:46.539784
Politics,Donald Trump,Trump wants to cut Children Health Insurance Spending,msn.com,https://www.facebook.com/topic/Donald-Trump/108176935877308?source=whfrt&position=1003&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,3,0,2018-05-08T19:09:46.539784
Politics,Seattle City Council,Stakes high as Seattle considers business tax for homeless,theprovince.com,https://www.facebook.com/topic/Seattle-City-Council/1771549883083604?source=whfrt&position=1004&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,4,0,2018-05-08T19:09:46.539784
Politics,Oliver North,Retired Marine Lt. Col. Oliver North is named president of the NRA,stripes.com,https://www.facebook.com/topic/Oliver-North/103722076332497?source=whfrt&position=1005&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,5,0,2018-05-08T19:09:46.539784
Politics,Nikol Pashinyan,Armenia: Nikol Pashinyan elected as new prime minister,aljazeera.com,https://www.facebook.com/topic/Nikol-Pashinyan/112145495468070?source=whfrt&position=1006&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,6,0,2018-05-08T19:09:46.539784
Politics,Scott Pruitt,White House aides telling Trump to fire Pruitt: report,thehill.com,https://www.facebook.com/topic/Scott-Pruitt/137241299688053?source=whfrt&position=1007&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,7,0,2018-05-08T19:09:46.539784
Politics,Cyberwarfare by Russia,"Report: Russians Posed as ISIS Hackers, Threatened U.S. Military Wives",thedailybeast.com,https://www.facebook.com/topic/Cyberwarfare-by-Russia/111818422168340?source=whfrt&position=1008&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,8,0,2018-05-08T19:09:46.539784
Politics,Patrick J. Conroy,Father Patrick Conroy sworn back in as House chaplain,msn.com,https://www.facebook.com/topic/Patrick-J-Conroy/124652437579549?source=whfrt&position=1009&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,9,0,2018-05-08T19:09:46.539784
Politics,Doug Ford Jr.,Doug Ford campaign confirms actors were hired to play the part of PC supporters at Monday’s debate rally,msn.com,https://www.facebook.com/topic/Doug-Ford-Jr/105607439473127?source=whfrt&position=1010&trqid=6553366649477511494&impressionguid=09I59sxHguVCEX9Xg,10,0,2018-05-08T19:09:46.539784
Science and Technology,Android P,Android blatantly copies the iPhone X navigation gestures,social.techcrunch.com,https://www.facebook.com/topic/Android-P/112145925469595?source=whfrt&position=3001&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,1,0,2018-05-08T19:09:51.043214
Science and Technology,Uber,Uber reveals its latest ‘flying car’ prototype for aerial taxi service,msn.com,https://www.facebook.com/topic/Uber/176794885724034?source=whfrt&position=3002&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,2,0,2018-05-08T19:09:51.043214
Science and Technology,Google I/O,Google I/O 2018: Watch the keynote live right here,androidauthority.com,https://www.facebook.com/topic/Google-IO/412198698862630?source=whfrt&position=3003&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,3,0,2018-05-08T19:09:51.043214
Science and Technology,Facebook,Facebook undergoes a huge executive reshuffle,social.techcrunch.com,https://www.facebook.com/topic/Facebook/254174568100078?source=whfrt&position=3004&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,4,0,2018-05-08T19:09:51.043214
Science and Technology,Nintendo Switch,Nintendo is finally giving players control over their game saves,cnet.com,https://www.facebook.com/topic/Nintendo-Switch/1236474786425077?source=whfrt&position=3005&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,5,0,2018-05-08T19:09:51.043214
Science and Technology,Microsoft,Microsoft Is Integrating Windows 10 with Your Phone,uk.news.yahoo.com,https://www.facebook.com/topic/Microsoft/410090409075523?source=whfrt&position=3006&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,6,0,2018-05-08T19:09:51.043214
Science and Technology,Google Lens,Google Lens gets integrated into the camera app,cnet.com,https://www.facebook.com/topic/Google-Lens/136016036574138?source=whfrt&position=3007&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,7,0,2018-05-08T19:09:51.043214
Science and Technology,Cyberwarfare by Russia,"Report: Russians Posed as ISIS Hackers, Threatened U.S. Military Wives",thedailybeast.com,https://www.facebook.com/topic/Cyberwarfare-by-Russia/111818422168340?source=whfrt&position=3008&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,8,0,2018-05-08T19:09:51.043214
Science and Technology,Ireland,Facebook Bans Foreign Advertisers for Ireland Abortion Referendum,nytimes.com,https://www.facebook.com/topic/Ireland/1454186178172239?source=whfrt&position=3009&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,9,0,2018-05-08T19:09:51.043214
Science and Technology,Gboard,Google adds Morse code input to Gboard,social.techcrunch.com,https://www.facebook.com/topic/Gboard/1634821950167456?source=whfrt&position=3010&trqid=6553366653838036990&impressionguid=04sbH1h6DEPrEscVs,10,0,2018-05-08T19:09:51.043214
Sports,Matt Harvey,MLB Trade: Mets ship Matt Harvey to Reds in exchange for Devin…,cbssports.com,https://www.facebook.com/topic/Matt-Harvey/169890506388904?source=whfrt&position=4001&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,1,0,2018-05-08T19:09:57.436238
Sports,Ohio State Buckeyes Football,Ohio State QB Joe Burrow announces transfer: Three things to…,cbssports.com,https://www.facebook.com/topic/Ohio-State-Buckeyes-Football/105544726146813?source=whfrt&position=4002&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,2,0,2018-05-08T19:09:57.436238
Sports,New York Yankees vs. Boston Red Sox,The Yankees-Red Sox rivalry is back: The Red Sox perspective,sbnation.com,https://www.facebook.com/topic/New-York-Yankees-vs-Boston-Red-Sox/113224035357723?source=whfrt&position=4003&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,3,0,2018-05-08T19:09:57.436238
Sports,Dana White,Dana White: UFC Working on Georges St-Pierre vs. Nate Diaz…,bleacherreport.com,https://www.facebook.com/topic/Dana-White/107711482584963?source=whfrt&position=4004&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,4,0,2018-05-08T19:09:57.436238
Sports,Roberto Osuna,Blue Jays closer Roberto Osuna charged with assault by Toronto police,msn.com,https://www.facebook.com/topic/Roberto-Osuna/112394542107177?source=whfrt&position=4005&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,5,0,2018-05-08T19:09:57.436238
Sports,ESPN+,"UFC, ESPN+ reach multiyear deal for live fights",espn.com,https://www.facebook.com/topic/ESPN/106094522755603?source=whfrt&position=4006&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,6,0,2018-05-08T19:09:57.436238
Sports,Mark Ingram Jr.,"Mark Ingram suspended, Saints leading rusher out first four…",cbssports.com,https://www.facebook.com/topic/Mark-Ingram-Jr/220383794673142?source=whfrt&position=4007&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,7,0,2018-05-08T19:09:57.436238
Sports,Toronto Raptors vs. Cleveland Cavaliers,"2018 NBA Playoffs: Raptors vs. Cavaliers live scores, Game 4…",cbssports.com,https://www.facebook.com/topic/Toronto-Raptors-vs-Cleveland-Cavaliers/113209985359330?source=whfrt&position=4008&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,8,0,2018-05-08T19:09:57.436238
Sports,Johnny Manziel,Johnny Manziel Hospitalized After Reaction to Medication,bleacherreport.com,https://www.facebook.com/topic/Johnny-Manziel/109430072417331?source=whfrt&position=4009&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,9,0,2018-05-08T19:09:57.436238
Sports,Kurt Warner,Warner talked to NFL coach about playing in 2018,msn.com,https://www.facebook.com/topic/Kurt-Warner/104116819624590?source=whfrt&position=4010&trqid=6553366653811792258&impressionguid=0A81u0EYqiDZ4lHVE,10,0,2018-05-08T19:09:57.436238
Entertainment,Bill & Ted,Keanu Reeves and Alex Winter Reteaming for 'Bill & Ted 3',hollywoodreporter.com,https://www.facebook.com/topic/Bill-Ted/106012472763750?source=whfrt&position=5001&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,1,0,2018-05-08T19:10:01.313476
Entertainment,Katy Perry,Katy Perry Sends Taylor Swift an ‘Actual’ Olive Branch,usmagazine.com,https://www.facebook.com/topic/Katy-Perry/109476712412903?source=whfrt&position=5002&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,2,0,2018-05-08T19:10:01.313476
Entertainment,Cate Blanchett,Blanchett hopes for Cannes equality,bbc.com,https://www.facebook.com/topic/Cate-Blanchett/1415797305301487?source=whfrt&position=5003&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,3,0,2018-05-08T19:10:01.313476
Entertainment,Donald Glover,How Childish Gambino’s ‘This Is America’ Indicts and…,thedailybeast.com,https://www.facebook.com/topic/Donald-Glover/1829392170627205?source=whfrt&position=5004&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,4,0,2018-05-08T19:10:01.313476
Entertainment,Nintendo Switch,Nintendo is finally giving players control over their game saves,cnet.com,https://www.facebook.com/topic/Nintendo-Switch/1236474786425077?source=whfrt&position=5005&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,5,0,2018-05-08T19:10:01.313476
Entertainment,Fortnite,How Fortnite’s Avengers Infinity Gauntlet Mode Works,gamerant.com,https://www.facebook.com/topic/Fortnite/353688017990996?source=whfrt&position=5006&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,6,0,2018-05-08T19:10:01.313476
Entertainment,Clayne Crawford,'Lethal Weapon' Star Clayne Crawford Out as Producers Scramble to Recast,msn.com,https://www.facebook.com/topic/Clayne-Crawford/103077369731888?source=whfrt&position=5007&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,7,0,2018-05-08T19:10:01.313476
Entertainment,Nicki Minaj,Nicki Minaj Announces New Album 'Queen',rollingstone.com,https://www.facebook.com/topic/Nicki-Minaj/1719008861681751?source=whfrt&position=5008&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,8,0,2018-05-08T19:10:01.313476
Entertainment,Kylie Jenner and Travis Scott,Met Gala 2018: Kylie Jenner makes first red carpet appearance since…,yahoo.com,https://www.facebook.com/topic/Kylie-Jenner-and-Travis-Scott/133014886775647?source=whfrt&position=5009&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,9,0,2018-05-08T19:10:01.313476
Entertainment,ESPN+,"UFC, ESPN+ reach multiyear deal for live fights",espn.com,https://www.facebook.com/topic/ESPN/106094522755603?source=whfrt&position=5010&trqid=6553366653643007101&impressionguid=090j6WjghViVKTmLy,10,0,2018-05-08T19:10:01.313476
Top Trends,"Sykesville, Maryland",Video shows deputy fatally shooting groundhog in Maryland,12newsnow.com,https://www.facebook.com/topic/Sykesville-Maryland/113068225373321?source=whfrt&position=1&trqid=6553369217746264115&impressionguid=0eY7DA8CkPgFsvVFD,1,1,2018-05-08T19:19:42.764800
Top Trends,Michael Cohen,Mueller's team questions Russian oligarch about payments to Cohen,cnn.com,https://www.facebook.com/topic/Michael-Cohen/109747645711336?source=whfrt&position=2&trqid=6553369217746264115&impressionguid=0eY7DA8CkPgFsvVFD,2,1,2018-05-08T19:19:42.764800
Top Trends,Bill & Ted,Keanu Reeves and Alex Winter Reteaming for 'Bill & Ted 3',hollywoodreporter.com,https://www.facebook.com/topic/Bill-Ted/106012472763750?source=whfrt&position=3&trqid=6553369217746264115&impressionguid=0eY7DA8CkPgFsvVFD,3,1,2018-05-08T19:19:42.764800
Top Trends,"Damascus, Syria",Israel Launches Air Strike On Iran Base Near Damascus,zerohedge.com,https://www.facebook.com/topic/Damascus-Syria/104167112952079?source=whrt&position=4&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,4,1,2018-05-08T19:19:42.764800
Top Trends,Android P,Android blatantly copies the iPhone X navigation gestures,social.techcrunch.com,https://www.facebook.com/topic/Android-P/112145925469595?source=whrt&position=5&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,5,1,2018-05-08T19:19:42.764800
Top Trends,Uber,Uber reveals its latest ‘flying car’ prototype for aerial taxi service,msn.com,https://www.facebook.com/topic/Uber/176794885724034?source=whrt&position=6&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,6,1,2018-05-08T19:19:42.764800
Top Trends,Facebook,Facebook undergoes a huge executive reshuffle,social.techcrunch.com,https://www.facebook.com/topic/Facebook/254174568100078?source=whrt&position=7&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,7,1,2018-05-08T19:19:42.764800
Top Trends,Donald Trump,Trump wants to cut Children Health Insurance Spending,msn.com,https://www.facebook.com/topic/Donald-Trump/108176935877308?source=whrt&position=8&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,8,1,2018-05-08T19:19:42.764800
Top Trends,Walmart,Walmart Limits Opioid Prescriptions In Bid To Curb Epidemic,huffingtonpost.com,https://www.facebook.com/topic/Walmart/106242219413347?source=whrt&position=9&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,9,1,2018-05-08T19:19:42.764800
Top Trends,Dish Network,"Did a Dish Network telemarketer call you? You could get $1,200 from lawsuit",usatoday.com,https://www.facebook.com/topic/Dish-Network/137679492922549?source=whrt&position=10&trqid=6553369230740013346&impressionguid=0eY7DA8CkPgFsvVFD,10,1,2018-05-08T19:19:42.764800
Politics,Michael Cohen,Mueller's team questions Russian oligarch about payments to Cohen,cnn.com,https://www.facebook.com/topic/Michael-Cohen/109747645711336?source=whfrt&position=1001&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,1,1,2018-05-08T19:19:46.419278
Politics,"Damascus, Syria",Israel Launches Air Strike On Iran Base Near Damascus,zerohedge.com,https://www.facebook.com/topic/Damascus-Syria/104167112952079?source=whfrt&position=1002&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,2,1,2018-05-08T19:19:46.419278
Politics,Donald Trump,Trump wants to cut Children Health Insurance Spending,msn.com,https://www.facebook.com/topic/Donald-Trump/108176935877308?source=whfrt&position=1003&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,3,1,2018-05-08T19:19:46.419278
Politics,Seattle City Council,Stakes high as Seattle considers business tax for homeless,theprovince.com,https://www.facebook.com/topic/Seattle-City-Council/1771549883083604?source=whfrt&position=1004&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,4,1,2018-05-08T19:19:46.419278
Politics,Oliver North,Retired Marine Lt. Col. Oliver North is named president of the NRA,stripes.com,https://www.facebook.com/topic/Oliver-North/103722076332497?source=whfrt&position=1005&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,5,1,2018-05-08T19:19:46.419278
Politics,Nikol Pashinyan,Armenia: Nikol Pashinyan elected as new prime minister,aljazeera.com,https://www.facebook.com/topic/Nikol-Pashinyan/112145495468070?source=whfrt&position=1006&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,6,1,2018-05-08T19:19:46.419278
Politics,Scott Pruitt,White House aides telling Trump to fire Pruitt: report,thehill.com,https://www.facebook.com/topic/Scott-Pruitt/137241299688053?source=whfrt&position=1007&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,7,1,2018-05-08T19:19:46.419278
Politics,Cyberwarfare by Russia,"Report: Russians Posed as ISIS Hackers, Threatened U.S.…",thedailybeast.com,https://www.facebook.com/topic/Cyberwarfare-by-Russia/111818422168340?source=whfrt&position=1008&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,8,1,2018-05-08T19:19:46.419278
Politics,Patrick J. Conroy,Father Patrick Conroy sworn back in as House chaplain,msn.com,https://www.facebook.com/topic/Patrick-J-Conroy/124652437579549?source=whfrt&position=1009&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,9,1,2018-05-08T19:19:46.419278
Politics,Doug Ford Jr.,Doug Ford campaign confirms actors were hired to play the part of PC…,msn.com,https://www.facebook.com/topic/Doug-Ford-Jr/105607439473127?source=whfrt&position=1010&trqid=6553369230767687003&impressionguid=0hAJ7cqjxw2nAvvWF,10,1,2018-05-08T19:19:46.419278
Science and Technology,Android P,Android blatantly copies the iPhone X navigation gestures,social.techcrunch.com,https://www.facebook.com/topic/Android-P/112145925469595?source=whfrt&position=3001&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,1,1,2018-05-08T19:19:50.741271
Science and Technology,Uber,Uber reveals its latest ‘flying car’ prototype for aerial taxi service,msn.com,https://www.facebook.com/topic/Uber/176794885724034?source=whfrt&position=3002&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,2,1,2018-05-08T19:19:50.741271
Science and Technology,Facebook,Facebook undergoes a huge executive reshuffle,social.techcrunch.com,https://www.facebook.com/topic/Facebook/254174568100078?source=whfrt&position=3003&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,3,1,2018-05-08T19:19:50.741271
Science and Technology,Google I/O,Google I/O 2018: Watch the keynote live right here,androidauthority.com,https://www.facebook.com/topic/Google-IO/412198698862630?source=whfrt&position=3004&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,4,1,2018-05-08T19:19:50.741271
Science and Technology,Nintendo Switch,Nintendo is finally giving players control over their game saves,cnet.com,https://www.facebook.com/topic/Nintendo-Switch/1236474786425077?source=whfrt&position=3005&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,5,1,2018-05-08T19:19:50.741271
Science and Technology,Microsoft,Microsoft Is Integrating Windows 10 with Your Phone,uk.news.yahoo.com,https://www.facebook.com/topic/Microsoft/410090409075523?source=whfrt&position=3006&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,6,1,2018-05-08T19:19:50.741271
Science and Technology,Google Lens,Google Lens gets integrated into the camera app,cnet.com,https://www.facebook.com/topic/Google-Lens/136016036574138?source=whfrt&position=3007&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,7,1,2018-05-08T19:19:50.741271
Science and Technology,Cyberwarfare by Russia,"Report: Russians Posed as ISIS Hackers, Threatened U.S. Military Wives",thedailybeast.com,https://www.facebook.com/topic/Cyberwarfare-by-Russia/111818422168340?source=whfrt&position=3008&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,8,1,2018-05-08T19:19:50.741271
Science and Technology,Ireland,Facebook Bans Foreign Advertisers for Ireland Abortion Referendum,nytimes.com,https://www.facebook.com/topic/Ireland/1454186178172239?source=whfrt&position=3009&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,9,1,2018-05-08T19:19:50.741271
Science and Technology,Gboard,Google adds Morse code input to Gboard,social.techcrunch.com,https://www.facebook.com/topic/Gboard/1634821950167456?source=whfrt&position=3010&trqid=6553369230776089836&impressionguid=0p7ZGTKCx2i1v9kbl,10,1,2018-05-08T19:19:50.741271
Sports,Ohio State Buckeyes Football,"Ohio State QB Joe Burrow announces transfer: Three things to know, possible destinations",cbssports.com,https://www.facebook.com/topic/Ohio-State-Buckeyes-Football/105544726146813?source=whfrt&position=4001&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,1,1,2018-05-08T19:19:55.378838
Sports,Matt Harvey,MLB Trade: Mets ship Matt Harvey to Reds in exchange for Devin Mesoraco,cbssports.com,https://www.facebook.com/topic/Matt-Harvey/169890506388904?source=whfrt&position=4002&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,2,1,2018-05-08T19:19:55.378838
Sports,New York Yankees vs. Boston Red Sox,The Yankees-Red Sox rivalry is back: The Red Sox perspective,sbnation.com,https://www.facebook.com/topic/New-York-Yankees-vs-Boston-Red-Sox/113224035357723?source=whfrt&position=4003&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,3,1,2018-05-08T19:19:55.378838
Sports,Dana White,Dana White: UFC Working on Georges St-Pierre vs. Nate Diaz Fight,bleacherreport.com,https://www.facebook.com/topic/Dana-White/107711482584963?source=whfrt&position=4004&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,4,1,2018-05-08T19:19:55.378838
Sports,Roberto Osuna,Blue Jays closer Roberto Osuna charged with assault by Toronto police,msn.com,https://www.facebook.com/topic/Roberto-Osuna/112394542107177?source=whfrt&position=4005&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,5,1,2018-05-08T19:19:55.378838
Sports,ESPN+,"UFC, ESPN+ reach multiyear deal for live fights",espn.com,https://www.facebook.com/topic/ESPN/106094522755603?source=whfrt&position=4006&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,6,1,2018-05-08T19:19:55.378838
Sports,Mark Ingram Jr.,"Mark Ingram suspended, Saints leading rusher out first four games of 2018 season",cbssports.com,https://www.facebook.com/topic/Mark-Ingram-Jr/220383794673142?source=whfrt&position=4007&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,7,1,2018-05-08T19:19:55.378838
Sports,Toronto Raptors vs. Cleveland Cavaliers,"2018 NBA Playoffs: Raptors vs. Cavaliers live scores, Game 4 updates, highlights, schedule and analysis",cbssports.com,https://www.facebook.com/topic/Toronto-Raptors-vs-Cleveland-Cavaliers/113209985359330?source=whfrt&position=4008&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,8,1,2018-05-08T19:19:55.378838
Sports,Johnny Manziel,Johnny Manziel Hospitalized After Reaction to Medication,bleacherreport.com,https://www.facebook.com/topic/Johnny-Manziel/109430072417331?source=whfrt&position=4009&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,9,1,2018-05-08T19:19:55.378838
Sports,Kurt Warner,Warner talked to NFL coach about playing in 2018,msn.com,https://www.facebook.com/topic/Kurt-Warner/104116819624590?source=whfrt&position=4010&trqid=6553369235089370567&impressionguid=0yRTO3vTxgVuGcGDC,10,1,2018-05-08T19:19:55.378838
Entertainment,Bill & Ted,Keanu Reeves and Alex Winter Reteaming for 'Bill & Ted 3',hollywoodreporter.com,https://www.facebook.com/topic/Bill-Ted/106012472763750?source=whfrt&position=5001&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,1,1,2018-05-08T19:19:59.220234
Entertainment,Cate Blanchett,Blanchett hopes for Cannes equality,bbc.com,https://www.facebook.com/topic/Cate-Blanchett/1415797305301487?source=whfrt&position=5002&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,2,1,2018-05-08T19:19:59.220234
Entertainment,Fortnite,How Fortnite’s Avengers Infinity Gauntlet Mode Works,gamerant.com,https://www.facebook.com/topic/Fortnite/353688017990996?source=whfrt&position=5003&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,3,1,2018-05-08T19:19:59.220234
Entertainment,Donald Glover,How Childish Gambino’s ‘This Is America’ Indicts and…,thedailybeast.com,https://www.facebook.com/topic/Donald-Glover/1829392170627205?source=whfrt&position=5004&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,4,1,2018-05-08T19:19:59.220234
Entertainment,Nintendo Switch,Nintendo is finally giving players control over their game saves,cnet.com,https://www.facebook.com/topic/Nintendo-Switch/1236474786425077?source=whfrt&position=5005&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,5,1,2018-05-08T19:19:59.220234
Entertainment,Clayne Crawford,'Lethal Weapon' Star Clayne Crawford Out as Producers Scramble to Recast,msn.com,https://www.facebook.com/topic/Clayne-Crawford/103077369731888?source=whfrt&position=5006&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,6,1,2018-05-08T19:19:59.220234
Entertainment,Nicki Minaj,Nicki Minaj Announces New Album 'Queen',rollingstone.com,https://www.facebook.com/topic/Nicki-Minaj/1719008861681751?source=whfrt&position=5007&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,7,1,2018-05-08T19:19:59.220234
Entertainment,Kylie Jenner and Travis Scott,Met Gala 2018: Kylie Jenner makes first red carpet appearance since…,yahoo.com,https://www.facebook.com/topic/Kylie-Jenner-and-Travis-Scott/133014886775647?source=whfrt&position=5008&trqid=6553369235076820749&impressionguid=0qeFrXPfoVaDRMEV5,8,1,2018-05-08T19:19:59.220234
