Type,Title,Description,Source,Unique Link,Rank,Scrape Id,Timestamp
Top Trends,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whrt&position=10&trqid=6523993988032436784&impressionguid=00hldShUOF0YhcbWb,10,31,Sun Feb 18 14:28:42 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,1,31,Sun Feb 18 14:28:43 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,2,31,Sun Feb 18 14:28:43 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1003&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,3,31,Sun Feb 18 14:28:43 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1004&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,4,31,Sun Feb 18 14:28:43 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1005&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,5,31,Sun Feb 18 14:28:43 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,6,31,Sun Feb 18 14:28:43 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,7,31,Sun Feb 18 14:28:43 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,8,31,Sun Feb 18 14:28:43 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,9,31,Sun Feb 18 14:28:43 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523993983512334478&impressionguid=0IO6VbOp6xYhq3MF8,10,31,Sun Feb 18 14:28:43 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523993983555226814&impressionguid=0dxa7ykgyqZb5Tcnx,1,31,Sun Feb 18 14:28:44 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,1,31,Sun Feb 18 14:28:45 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,2,31,Sun Feb 18 14:28:45 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,3,31,Sun Feb 18 14:28:45 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,4,31,Sun Feb 18 14:28:45 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,5,31,Sun Feb 18 14:28:45 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,6,31,Sun Feb 18 14:28:45 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,7,31,Sun Feb 18 14:28:45 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,8,31,Sun Feb 18 14:28:45 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,9,31,Sun Feb 18 14:28:45 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523993983744197502&impressionguid=07jgG5O4Nff6q8MTM,10,31,Sun Feb 18 14:28:45 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523993987896971250&impressionguid=0gJs9xU5591XqmUb1,1,31,Sun Feb 18 14:28:46 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523993987896971250&impressionguid=0gJs9xU5591XqmUb1,2,31,Sun Feb 18 14:28:46 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523993987896971250&impressionguid=0gJs9xU5591XqmUb1,3,31,Sun Feb 18 14:28:46 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5004&trqid=6523993987896971250&impressionguid=0gJs9xU5591XqmUb1,4,31,Sun Feb 18 14:28:46 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5005&trqid=6523993987896971250&impressionguid=0gJs9xU5591XqmUb1,5,31,Sun Feb 18 14:28:46 2018
Entertainment,The Weinstein Company,The Weinstein Co. fires David Glasser as president 'for cause',msn.com,https://www.facebook.com/topic/The-Weinstein-Company/108486415840199?source=whfrt&position=5006&trqid=6523993987896971250&impressionguid=0gJs9xU5591XqmUb1,6,31,Sun Feb 18 14:28:46 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523994237118778753&impressionguid=0yAccqZJpCVu28gXF,1,32,Sun Feb 18 14:29:42 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523994237118778753&impressionguid=0yAccqZJpCVu28gXF,2,32,Sun Feb 18 14:29:42 2018
Top Trends,West Midlands Ambulance Service,'Move your van' note left on ambulance,bbc.com,https://www.facebook.com/topic/West-Midlands-Ambulance-Service/102654829788990?source=whfrt&position=3&trqid=6523994237118778753&impressionguid=0yAccqZJpCVu28gXF,3,32,Sun Feb 18 14:29:42 2018
Top Trends,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whrt&position=4&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,4,32,Sun Feb 18 14:29:42 2018
Top Trends,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whrt&position=5&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,5,32,Sun Feb 18 14:29:42 2018
Top Trends,Iran Aseman Airlines,"Commercial plane crashes in southern Iran, killing 66 people",msn.com,https://www.facebook.com/topic/Iran-Aseman-Airlines/111994085484764?source=whrt&position=6&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,6,32,Sun Feb 18 14:29:42 2018
Top Trends,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whrt&position=7&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,7,32,Sun Feb 18 14:29:42 2018
Top Trends,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whrt&position=8&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,8,32,Sun Feb 18 14:29:42 2018
Top Trends,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whrt&position=9&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,9,32,Sun Feb 18 14:29:42 2018
Top Trends,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whrt&position=10&trqid=6523994245575206199&impressionguid=0yAccqZJpCVu28gXF,10,32,Sun Feb 18 14:29:42 2018
Politics,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1001&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,1,32,Sun Feb 18 14:29:43 2018
Politics,Stoneman Douglas High School Shooting,Florida students to march on Washington in call for gun reform,msn.com,https://www.facebook.com/topic/Stoneman-Douglas-High-School-Shooting/112670872080304?source=whfrt&position=1002&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,2,32,Sun Feb 18 14:29:43 2018
Politics,FBI,Trump blames everyone but Russia,cnn.com,https://www.facebook.com/topic/FBI/109603789065869?source=whfrt&position=1003&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,3,32,Sun Feb 18 14:29:43 2018
Politics,Justin Trudeau,Canadian PM Justin Trudeau visits Indian wildlife sanctuary with family,msn.com,https://www.facebook.com/topic/Justin-Trudeau/109346942417207?source=whfrt&position=1004&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,4,32,Sun Feb 18 14:29:43 2018
Politics,George Christensen,George Christensen reported to police over gun photo aimed at…,msn.com,https://www.facebook.com/topic/George-Christensen/114776845205424?source=whfrt&position=1005&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,5,32,Sun Feb 18 14:29:43 2018
Politics,Ilmārs Rimšēvičs,Latvian central bank boss detained,bbc.com,https://www.facebook.com/topic/Ilm%C4%81rs-Rim%C5%A1%C4%93vi%C4%8Ds/213232888689854?source=whfrt&position=1006&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,6,32,Sun Feb 18 14:29:43 2018
Politics,Al Hoffman Jr.,Prominent Republican Donor Issues Ultimatum on Assault Weapons,msn.com,https://www.facebook.com/topic/Al-Hoffman-Jr/908310812597253?source=whfrt&position=1007&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,7,32,Sun Feb 18 14:29:43 2018
Politics,James Lankford,Sen. Lankford has 'no issue' with stronger gun background checks,msn.com,https://www.facebook.com/topic/James-Lankford/111020698928058?source=whfrt&position=1008&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,8,32,Sun Feb 18 14:29:43 2018
Politics,Israel–Gaza Barrier,4 Soldiers Wounded in Gaza Border Explosion,time.com,https://www.facebook.com/topic/IsraelGaza-Barrier/106052392759730?source=whfrt&position=1009&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,9,32,Sun Feb 18 14:29:43 2018
Politics,Boko Haram,Nigeria releases 475 Boko Haram suspects for rehabilitation,theguardian.com,https://www.facebook.com/topic/Boko-Haram/1635261926701729?source=whfrt&position=1010&trqid=6523994241330319161&impressionguid=0I1tg1iI4qJUKIoJk,10,32,Sun Feb 18 14:29:43 2018
Science and Technology,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=3001&trqid=6523994241427770323&impressionguid=0Y1hCogxZgEWNante,1,32,Sun Feb 18 14:29:45 2018
Sports,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=4001&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,1,32,Sun Feb 18 14:29:45 2018
Sports,Daytona 500,Daytona 500 starting lineup,sbnation.com,https://www.facebook.com/topic/Daytona-500/106231196074269?source=whfrt&position=4002&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,2,32,Sun Feb 18 14:29:45 2018
Sports,Alexander Krushelnitskiy,Report: Russian curling medalist at Games suspected of doping,msn.com,https://www.facebook.com/topic/Alexander-Krushelnitskiy/115040395176915?source=whfrt&position=4003&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,3,32,Sun Feb 18 14:29:45 2018
Sports,Gus Kenworthy,Olympian Gus Kenworthy kisses boyfriend Matt Wilkas on live TV,sportingnews.com,https://www.facebook.com/topic/Gus-Kenworthy/108320679192714?source=whfrt&position=4004&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,4,32,Sun Feb 18 14:29:45 2018
Sports,Eric Hosmer,Eric Hosmer striking it rich in San Diego is crazy enough to work,espn.com,https://www.facebook.com/topic/Eric-Hosmer/108110439216353?source=whfrt&position=4005&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,5,32,Sun Feb 18 14:29:45 2018
Sports,Marcel Hirscher,Olympic Men's Alpine Skiing Results 2018: Marcel Hirscher…,bleacherreport.com,https://www.facebook.com/topic/Marcel-Hirscher/107614182595466?source=whfrt&position=4006&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,6,32,Sun Feb 18 14:29:45 2018
Sports,Donovan Mitchell,Donovan Mitchell Talks Importance of Sister Jordan…,bleacherreport.com,https://www.facebook.com/topic/Donovan-Mitchell/107009519335887?source=whfrt&position=4007&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,7,32,Sun Feb 18 14:29:45 2018
Sports,Leeds United vs. Bristol City,Championship (Sky Sports),skysports.com,https://www.facebook.com/topic/Leeds-United-vs-Bristol-City/107935842568475?source=whfrt&position=4008&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,8,32,Sun Feb 18 14:29:45 2018
Sports,Devante Smith-Pelly,Chicago fans ejected after heckling Capitals' Devante…,sportingnews.com,https://www.facebook.com/topic/Devante-Smith-Pelly/222823074442892?source=whfrt&position=4009&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,9,32,Sun Feb 18 14:29:45 2018
Sports,Curling at the 2018 Winter Olympics,Curling controversy as Britain lose out to Sweden in…,theguardian.com,https://www.facebook.com/topic/Curling-at-the-2018-Winter-Olympics/109621989064257?source=whfrt&position=4010&trqid=6523994245516987021&impressionguid=07ifWL2JAvHzjcvSG,10,32,Sun Feb 18 14:29:45 2018
Entertainment,Black Panther,"""Black Panther"" Is An Unprecedented Box Office Sensation",buzzfeed.com,https://www.facebook.com/topic/Black-Panther/137025309650379?source=whfrt&position=5001&trqid=6523994245598427906&impressionguid=0gqZTJrEBpaJTVMu6,1,32,Sun Feb 18 14:29:46 2018
Entertainment,Joel McHale,Joel McHale On Moving to Netflix After ‘The Soup’ and Being Asked…,variety.com,https://www.facebook.com/topic/Joel-McHale/108160135872697?source=whfrt&position=5002&trqid=6523994245598427906&impressionguid=0gqZTJrEBpaJTVMu6,2,32,Sun Feb 18 14:29:46 2018
Entertainment,Emma Watson,Emma Watson makes million pound donation to new fund,irishexaminer.com,https://www.facebook.com/topic/Emma-Watson/111653195517462?source=whfrt&position=5003&trqid=6523994245598427906&impressionguid=0gqZTJrEBpaJTVMu6,3,32,Sun Feb 18 14:29:46 2018
Entertainment,Kanye West,Watch Kanye West Make Rare Onstage Appearance at Kid Cudi…,rollingstone.com,https://www.facebook.com/topic/Kanye-West/1728443174058644?source=whfrt&position=5004&trqid=6523994245598427906&impressionguid=0gqZTJrEBpaJTVMu6,4,32,Sun Feb 18 14:29:46 2018
Entertainment,Charlyne Yi,Charlyne Yi Says Marilyn Manson Harassed ‘Every Woman’…,vulture.com,https://www.facebook.com/topic/Charlyne-Yi/103991622971087?source=whfrt&position=5005&trqid=6523994245598427906&impressionguid=0gqZTJrEBpaJTVMu6,5,32,Sun Feb 18 14:29:46 2018
Entertainment,The Weinstein Company,The Weinstein Co. fires David Glasser as president 'for cause',msn.com,https://www.facebook.com/topic/The-Weinstein-Company/108486415840199?source=whfrt&position=5006&trqid=6523994245598427906&impressionguid=0gqZTJrEBpaJTVMu6,6,32,Sun Feb 18 14:29:46 2018
Top Trends,Viktor Orbán,Hungarian leader calls Christianity 'Europe's last hope',foxnews.com,https://www.facebook.com/topic/Viktor-Orb%C3%A1n/106502519386806?source=whfrt&position=1&trqid=6523994494695332938&impressionguid=0s4jLnzQygnvQmAxK,1,33,Sun Feb 18 14:30:42 2018
Top Trends,Tim Tebow,Mets GM Sandy Alderson Predicts Tim Tebow 'Will Play in…,bleacherreport.com,https://www.facebook.com/topic/Tim-Tebow/132898096748505?source=whfrt&position=2&trqid=6523994494695332938&impressionguid=0s4jLnzQygnvQmAxK,2,33,Sun Feb 18 14:30:42 2018
